id,juz_number,surah_number,surah_ayat,juz_ayat,ayat_number,quran_transliteration
2627,17,22,11,124,2606,Wa minan naasi mai ya`budul laaha `alaa harfin fa in asaabahoo khairunit maanna bihee wa in asaabat hu fitnatunin qalaba `alaa wajhihee khasirad dunyaa wal aakhirah; zaalika huwal khusraanul mubeen
2628,17,22,12,125,2607,Yad`oo min doonil laahi maa laa yadurruhoo wa maa laa yanfa`uh` zaalika huwad dalaalul ba`ed
2629,17,22,13,126,2608,Yad`oo laman darruhooo aqrabu min naf`ih; labi`salmawlaa wa labi`sal `asheer
2630,17,22,14,127,2609,Innal laaha yudkhilul lazeena aamanoo wa `amilus saalihaati jannaatin tajree min tahtihal anhaar; innal laaha yaf`alu maa yureed
2631,17,22,15,128,2610,Man kaana yazunnu allai yansurahul laahu fid dunyaa wal aakhirati fal yamdud bisababin ilas samaaa`i summal yaqta` falyanzur hal yuzhibanna kaiduhoo maa yagheez
2632,17,22,16,129,2611,Wa kazaalika anzalnaahu aayaatim baiyinaatinw wa annal laaha yahdee mai yureed
2633,17,22,17,130,2612,Innal lazeena aamanoo wallazeena haadoo was saabi`eena wan nasaaraa wal Majoosa wallazeena ashrakooo innal laaha yafsilu bainahum yawmal qiyaamah; innal laaha `alaa kulli shai`in shaheed
2634,17,22,18,131,2613,Alam tara annal laaha yasjudu lahoo man fis samaawaati wa man fil ardi wash shamsu walqamaru wan nu joomu wal jibaalu wash shajaru wad dawaaabbu wa kaseerum minan naasi wa kaseerun haqqa `alaihil `azaab; wa mai yuhinil laahu famaa lahoo mim mukrim; innallaaha yaf`alu maa yashaaa (make sajda)
2635,17,22,19,132,2614,Haazaani khasmaanikh tasamoo fee Rabbihim fal lazeena kafaroo qutti`at lahum siyaabum min naar; yusabbu min fawqi ru`oosihimul hameem
2636,17,22,20,133,2615,Yusharu bihee maa fee butoonihim waljulood
2637,17,22,21,134,2616,Wa lahum maqaami`u min hadeed
2638,17,22,22,135,2617,Kullamaa araadooo any yakhrujoo minhaa min ghammin u`eedoo feeha wa zooqoo `azaabal hareeq (section 2)
2639,17,22,23,136,2618,Innal laaha yudkhilul lazeena aamanoo wa `amilus saalihaati jannaatin tajree min tahtihal anhaaru yuhallawna feehaa min asaawira min zahabinw wa lu`lu`aa; wa libaasuhum feehaa hareer
2640,17,22,24,137,2619,Wa hudooo ilat taiyibi minal qawli wa hudooo ilaaa siraatil hameed
2641,17,22,25,138,2620,Innal lazeena kafaroo wa yasuddoona `an sabeelil laahi wal Masjidil Haraamil lazee ja`alnaahu linnaasi sawaaa`anil `aakifu feehi walbaad; wa mai yurid feehi bi ilhaadim bizulmin nuziqhu min `azaabin aleem (section 3)
2642,17,22,26,139,2621,Wa iz bawwaanaa li Ibraaheema makaanal Baiti allaa tushrik bee shai`anw wa tahhir Baitiya litaaa`ifeena walqaaa` imeena warrukka `is sujood
2643,17,22,27,140,2622,Wa azzin fin naasi bil Hajji yaatooka rijaalanw wa `alaa kulli daamiriny yaateena min kulli fajjin `ameeq
2644,17,22,28,141,2623,Li yashhadoo manaafi`a lahum wa yazkurus mal laahi feee ayyaamimma`loomaatin `alaa maa razaqahum mim baheematil an`aami fakuloo minhaa wa at`imul baaa`isal faqeer
2645,17,22,29,142,2624,Summal yaqdoo tafasahum wal yoofoo nuzoorahum wal yattawwafoo bil Baitil `Ateeq
2646,17,22,30,143,2625,Zaalika wa mai yu`azzim hurumaatil laahi fahuwa khairul lahoo `inda Rabbih; wa uhillat lakumul an`aamu illaa maa yutlaa `alaikum fajtanibur rijsa minal awsaani wajtaniboo qawlaz zoor
2647,17,22,31,144,2626,Hunafaaa`a lillaahi ghaira mushrikeena bih; wa mai yushrik billaahi faka annamaa kharra minas samaaa`i fatakh tafuhut tairu aw tahwee bihir reehu bee makaanin saheeq
2648,17,22,32,145,2627,Zaalika wa mai yu`azzim sha`aaa`iral laahi fa innahaa min taqwal quloob
2649,17,22,33,146,2628,Lakum feehaa manaafi`u ilaaa ajalim musamman summa mahilluhaaa ilal Baitil `Ateeq (section 4)
2650,17,22,34,147,2629,Wa likulli ummatin ja`alnaa mansakal liyazkurus mal laahi `alaa maa razaqahum mim baheematil an`aam; failaahukum ilaahunw Waahidun falahooo aslimoo; wa bashshiril mukhbiteen
2651,17,22,35,148,2630,Allazeena izaa zukiral laahu wajilat quloobuhum wassaabireena `alaa maaa asaabahum walmuqeemis Salaati wa mimmaa razaqnaahum yunfiqoon
2652,17,22,36,149,2631,Walbudna ja`alnaahaa lakum min sha`aaa`iril laahi lakum feehaa khairun fazkurusmal laahi `alaihaa sawaaff; fa izaa wajabat junoobuhaa fakuloo minhaa wa at`imul qaani`a walmu`tarr; kazaalika sakhkharnaahaa lakum la`allakum tashkuroon
2653,17,22,37,150,2632,Lany yanaalal laaha luhoo muhaa wa laa dimaaa`uhaa wa laakiny yanaaluhut taqwaa minkum; kazaalika sakhkharhaa lakum litukabbirul laaha `alaa ma hadaakum; wa bashshirul muhsineen
2654,17,22,38,151,2633,Innal laaha yudaafi` `anil lazeena aamanoo; innal laaha laa yuhibbu kulla khawwaanin kafoor (section 5)
2655,17,22,39,152,2634,Uzina lillazeena yuqaataloona bi annahum zulimoo; wa innal laaha `alaa nasrihim la Qaderr
2656,17,22,40,153,2635,Allazeena ukhrijoo min diyaarihim bighairi haqqin illaaa any yaqooloo rabbunallaah; wa law laa daf`ul laahin naasa ba`dahum biba`dil lahuddimat sawaami`u wa biya`unw wa salawaatunw wa masaajidu yuzkaru feehasmul laahi kaseeraa; wa layansurannal laahu mai yansuruh; innal laaha la qawiyyun `Azeez
2657,17,22,41,154,2636,Allazeena im makkan naahum fil ardi aqaamus Salaata wa aatawuz Zakaata wa amaroo bilma`roofi wa nahaw `anil munkar; wa lillaahi `aaqibatul umoor
2658,17,22,42,155,2637,Wa iny yukazzibooka faqad kazzabat qablahum qawmu Nooinw wa Aadunw wa Samood
2659,17,22,43,156,2638,Wa qawmu Ibraaheema wa qawmu Loot
2660,17,22,44,157,2639,Wa as haabu Madyana wa kuzziba Moosaa fa amlaitu lilkaafireena summa akhaztuhum fakaifa kaana nakeer
2661,17,22,45,158,2640,Faka ayyim min qaryatin ahlaknaahaa wa hiya zaalimatun fahiya khaawiyatun `alaa `urooshihaa wa bi`rim mu`at talatinw wa qasrim masheed
2662,17,22,46,159,2641,Afalam yaseeroo fil ardi fatakoona lahum quloobuny ya`qiloona bihaaa aw aazaanuny yasma`oona bihaa fa innahaa laa ta`mal absaaru wa laakin ta`mal quloobul latee fissudoor
2663,17,22,47,160,2642,Wa yasta`juloonaka bil`azaabi wa lany yukhlifal laahu wa`dah; wa inna yawman `inda Rabbika ka`alfi sanatim mimmaa ta`uddoon
2664,17,22,48,161,2643,Wa ka ayyim min qaryatin amlaitu lahaa wa hiya zaalimatun summa akhaztuhaa wa ilaiyal maseer (section 6)
2665,17,22,49,162,2644,Qul yaaa ayyuhan naasu innamaaa ana lakum nazeerum mubeen
2666,17,22,50,163,2645,Fallazeena aamanoo wa `amilu saalihaati lahum maghfiratunw wa rizqun kareem
2667,17,22,51,164,2646,Wallazeena sa`aw feee Aayaatinaa mu`aajizeena ulaaa ika As-haabul jaheem
2668,17,22,52,165,2647,Wa maaa arsalnaa min qablika mir Rasoolinnw wa laa Nabiyyin illaaa izaaa tamannaaa alqash Shaitaanu feee umniy yatihee fa yansakhul laahu maa yulqish Shaitaanu summa yuhkimul laahu aayaatih; wallaahu `Aleemun Hakeem
2669,17,22,53,166,2648,Liyaj`ala maa yulqish Shaitaanu fitnatal lillazeena fee quloobihim maradunw walqaasiyati quloobuhum; wa innaz zaalimeena lafee shiqaaqim ba`eed
2670,17,22,54,167,2649,Wa liya`lamal lazeena ootul `ilma annahul haqqu mir Rabbika fa yu`minoo bihee fatukhbita ahoo quloobuhum; wa innal laaha lahaadil lazeena aamanoo ilaa Siraatim Mustaqeem
2671,17,22,55,168,2650,Wa laa yazaalul lazeena kafaroo fee miryatim minhu hattaa taatiyahumus Saa`atu baghtatan aw yaatiyahum `azaabu Yawmin `aqeem
2672,17,22,56,169,2651,Almulku Yawma`izil lillaahi yahkumu bainahum; fallazeena aamanoo wa `amilus saalihaati fee jannaatin Na`eem
2673,17,22,57,170,2652,Wallazeena kafaroo wa kazzaboo bi Aayaatinaa fa ulaaa`ika lahum `azaabum muheen (section 7)
2674,17,22,58,171,2653,Wallazeena haajaroo fee sabeelil laahi summa qutilooo law maatoo la yarzuqan nahumul laahu rizqan hasanaa; wa innal laaha la Huwa khairur raaziqeen
2675,17,22,59,172,2654,La yudkhilan nahum mud khalany yardawnah; wa innal laaha la `Aleemun Haleem
2676,17,22,60,173,2655,Zaalika wa man `aaqaba bimisli maa `ooqiba bihee summa bughiya `alaihi la yansurannahul laah; innal laaha la `Afuwwun Ghafoor
2677,17,22,61,174,2656,Zaalika bi annal laaha yoolijul laila fin nahaari wa yoolijun nahaara fil laili wa annal laaha Samee`um Baseer
2678,17,22,62,175,2657,Zaalika bi annal laaha Huwal haqqu wa anna maa yad`oona min doonihee huwal baatilu wa annal laaha Huwal `Aliyyul kabeer
2679,17,22,63,176,2658,Alam tara annal laaha anzala minas samaaa`i maaa`an fatusbihul ardu mukhdarrah; innal laaha Lateefun Khabeer
2680,17,22,64,177,2659,Lahoo ma fis samaawaati wa ma fil ard; wa innal laaha la Huwal Ghaniyyul Hameed (section 8)
2681,17,22,65,178,2660,Alam tara annal laaha sakhkhara lakum maa fil ardi wal fulka tajree fil bahri bi amrihee wa yumsikus samaaa`a an taqa`a `alal ardi illaa biiznih; innal laaha binnaasi la Ra`oofur Raheem
2682,17,22,66,179,2661,Wa Huwal lazee ahyaakum summa yumeetukum summa yuhyeekum; innal insaana la kafoor
2683,17,22,67,180,2662,Likulli ummatin ja`alnaa mansakan hum naasikoohu falaa yunaazi `unnaka fil amr; wad`u ilaa Rabbika innaka la `alaa hudan mustaqeem
2684,17,22,68,181,2663,Wa in jaadalooka faqulil laahu a`lamu bimaa ta`maloon
2685,17,22,69,182,2664,Allaahu yahkumu bainakum Yawmal Qiyaamati feemaa kuntum feehi takhtalifoon
2686,17,22,70,183,2665,Alam ta`lam annal laaha ya`lamu maa fis samaaa`i wal ard; inna zaalika fee kitaab; inna zaalika `alal laahi yaseer
2687,17,22,71,184,2666,Wa ya`budoona min doonil laahi maa lam yunazzil bihee sultaananw wa maa laisa lahum bihee `ilm; wa maa lizzaalimeena min naseer
2688,17,22,72,185,2667,Wa izaa tutlaa `laihim Aayaatunaa baiyinaatin ta`rifu fee wujoohil lazeena kafarul munkara yakaadoona yastoona bil lazeena yatloona `alaihim Aayaatinaa; qul afa unab bi`ukum bisharrim min zaalikum; an Naaru wa `adahal laahul lazeena kafaroo wa bi`sal maseer (section 9)
2689,17,22,73,186,2668,Yaaa ayyuhan naasu duriba masalun fastami`oo lah; innal lazeena tad`oona min doonil laahi lai yakhluqoo zubaabanw wa lawijtama`oo lahoo wa iny yaslub humuz zubaabu shai`an laa yastanqizoohu minh; da`ufat taalibu wal matloob
2690,17,22,74,187,2669,Maa qadrul laaha haqqa qadrih; innal laaha la Qawiyyun `Azeez
2691,17,22,75,188,2670,Allahu yastafee minal malaaa`ikati Rusulanw wa minan naas; innal laaha Samee`un Baseer
2692,17,22,76,189,2671,Ya`lamu maa baina aydeehim wa maa khalfahum; wa ilal laahi turja`ul umoor
2693,17,22,77,190,2672,Yaaa ayyuhal lazeena aamanur ka`oo wasjudoo wa`budoo Rabbakum waf`alul khaira la`allakum tuflihoon (make sajda)
2694,17,22,78,191,2673,Wa jaahidoo fil laahi haqqa jihaadih; Huwaj tabaakum wa maa ja`ala `alaikum fid deeni min haraj; Millata abeekum Ibraaheem; Huwa sammaakumul muslimeena min qablu wa fee haaza li yakoonar Rasoolu shaheedan `alaikum wa takoonoo shuhadaaa`a `alan naas; fa aqeemus salaata wa aatuz zakaata wa`tasimoo billaahi Huwa mawlaakum fani`mal mawlaa wa ni`man naseer (section 10) (End Juz 17)
2695,18,23,0,0,0,Bismillaahir Rahmaanir Raheem
2696,18,23,1,1,2674,Qad aflahal mu`minoon
2697,18,23,2,2,2675,Allazeena hum fee Salaatihim khaashi`oon
2698,18,23,3,3,2676,Wallazeena hum `anillaghwimu`ridoon
2699,18,23,4,4,2677,Wallazeena hum liz Zakaati faa`iloon
2700,18,23,5,5,2678,Wallazeena hum lifuroo jihim haafizoon
2701,18,23,6,6,2679,Illaa `alaaa azwaajihim aw maa malakat aimaanuhum fa innahum ghairu maloomeen
2702,18,23,7,7,2680,Famanib taghaa waraaa`a zaalika fa ulaaa`ika humul `aadoon
2703,18,23,8,8,2681,Wallazeena hum li amaanaatihim wa `ahdihim raa`oon
2704,18,23,9,9,2682,Wallazeena hum `alaa Salawaatihim yuhaafizoon
2705,18,23,10,10,2683,Ulaaa`ika humul waarisoon
2706,18,23,11,11,2684,Allazeena yarisoonal Firdawsa hum feehaa khaalidoon
2707,18,23,12,12,2685,Wa laqad khalaqnal insaana min sulaalatim minteen
2708,18,23,13,13,2686,Summa ja`alnaahu nutfatan fee qaraarim makeen
2709,18,23,14,14,2687,Summa khalaqnan nutfata `alaqatan fakhalaqnal `alaqata mudghatan fakhalaq nal mudghata `izaaman fakasawnal `izaama lahman summa anshaanaahu khalqan aakhar; fatabaarakal laahu ahsanul khaaliqeen
2710,18,23,15,15,2688,Summa innakum ba`da zaalika la maaiyitoon
2711,18,23,16,16,2689,Summa innakum Yawmal Qiyaamati tub`asoon
2712,18,23,17,17,2690,Wa laqad khalaqnaa fawqakum sab`a taraaa`iqa wa maa kunnaa `anil khalqi ghaafileen
2713,18,23,18,18,2691,Wa anzalnaa minas samaaa`i maaa`am biqadarin fa-askannaahu fil ardi wa innaa `alaa zahaabim bihee laqaa diroon
2714,18,23,19,19,2692,Fa anshaanaa lakum bihee Jannaatim min nakheelinw wa a`naab; lakum feehaa fawaakihu kaseeratunw wa minhaa taakuloon
2715,18,23,20,20,2693,Wa shajaratan takhruju min Toori Sainaaa`a tambutu bidduhni wa sibghil lil aakileen
2716,18,23,21,21,2694,Wa inna lakum fil an`aami la`ibrah; nusqeekum mimmaa fee butoonihaa wa lakum feehaa manaafi`u kaseeratunw wa minhaa taakuloon
2717,18,23,22,22,2695,Wa `alaihaa wa`alal fulki tuhmaloon (section 1)
2718,18,23,23,23,2696,Wa laqad arsalnaa Noohan ilaa qawmihee faqaala yaa qawmi`budul laaha maa lakum min ilahin ghairuhoo afalaa tattaqoon
2719,18,23,24,24,2697,Faqaalal mala`ul lazeena kafaroo min qawmihee maa haazaaa illaa basharum mislukum yureedu ai yatafaddala `alaikum wa law shaaa`al laahu la anzala malaaa`ikatam maa sami`naa bihaazaa feee aabaaa`inal  awwaleen
2720,18,23,25,25,2698,In huwa illaa rajulum bihee jinnatun fatarabbasoo bihee hattan heen
2721,18,23,26,26,2699,Qaala Rabbin surnee bimaa kazzaboon
2722,18,23,27,27,2700,Fa awhainaaa ilaihi anis na`il fulka bi a`yuninaa wa wahyinaa fa izaa jaaa`a amrunaa wa faarat tannooru fasluk feehaa min kullin zawjainis naini wa ahlaka illaa man sabaqa `alaihil qawlu minhum wa laa tukhaat ibnee fil lazeena zalamooo innaahum mughraqoon
2723,18,23,28,28,2701,Fa izas tawaita ata wa mam ma`aka `alal fulki faqulil hamdu lillaahil lazee najjaanaa minal qawmiz zalimeen
2724,18,23,29,29,2702,Wa qur Rabbi anzilnee munzalam mubaarakanw wa Anta khairul munzileen
2725,18,23,30,30,2703,Inna fee zaalika la Aayaatinw wa in kunnaa lamubtaleen
2726,18,23,31,31,2704,Summaa anshaana mim ba`dihim qarnan aakhareen
2727,18,23,32,32,2705,Fa arsalnaa feehim Rasoolam minhum ani`budul laaha maa lakum min ilaahin ghairuhoo afalaa tattaqoon (section 2)
2728,18,23,33,33,2706,Wa qaalal mala-u min qawmihil lazeena kafaroo wa kazzaboo bi liqaaa`il Aakhirati wa atrafnaahum fil hayaatid dunyaa maa haazaaa illaa basharum mislukum yaakulu mimmaa taakuloona minhu wa yashrabu mimmaa tashraboon
2729,18,23,34,34,2707,Wa la`in at`atum basharam mislakum innakum izal lakhaasiroon
2730,18,23,35,35,2708,A-Ya`idukum annakum izaa mittum wa kuntum turaabanw wa izaaman annakum mukhrajoon
2731,18,23,36,36,2709,Haihaata haihaata limaa too`adoon
2732,18,23,37,37,2710,In hiya illaa hayaatunad dunyaa namootu wa nahyaa wa maa nahnu bimab`ooseen
2733,18,23,38,38,2711,In huwa illaa rajulunif taraa `alal laahi kazibanw wa maa nahnuu lahoo bimu`mineen
2734,18,23,39,39,2712,Qaala Rabbin surnee bimaa kazzaboon
2735,18,23,40,40,2713,Qaala `ammaa qaleelil la yusbihunna naadimeen
2736,18,23,41,41,2714,Fa akhazat humus saihatu bilhaqqi faja`alnaahum ghusaaa`aa; fabu;dal lilqaw miz zaalimeen
2737,18,23,42,42,2715,Summa anshaanaa mim ba`dihim quroonan aakhareen
2738,18,23,43,43,2716,Maa tasbiqu min ummatin ajalahaa wa maa yastaakhiroon
2739,18,23,44,44,2717,Summa arsalnaa Rusulanaa tatraa kulla maa jaaa`a ummatar Rasooluhaa kazzabooh; fa atba`naa ba`dahum ba`danw wa ja`alnaahum ahaadees; fabu`dal liqawmil laa yu`minoon
2740,18,23,45,45,2718,Summa arsalnaa Moosaa wa akhaahu Haaroona bi Aayaatinaa wa sultaanim mubeen
2741,18,23,46,46,2719,Ilaa Fir`awna wa mala`ihee fastakbaroo wa kaanoo qawman `aaleem
2742,18,23,47,47,2720,Faqaaloo annu`minu libasharaini mislinaa wa qawmuhumaa lanaa `aabidoon
2743,18,23,48,48,2721,Fakazzaboohumaa fakaanoo minal mmuhlakeen
2744,18,23,49,49,2722,Wa laqad aatainaa Moosal Kitaaba la`allahum yahtadoon
2745,18,23,50,50,2723,Wa ja`alnab na Maryama wa ummahooo aayatannw wa aawainaahumaaa ilaa rabwatin zaati qaraarinw wa ma`een (section 3)
2746,18,23,51,51,2724,Yaaa aiyuhar Rusulu kuloo minat taiyibaati wa`maloo saalihan innee bimaa ta`maloona `Aleem
2747,18,23,52,52,2725,Wa inna haaziheee ummatukum ummatanw waahidatanw wa Ana Rabbukum fattaqoon
2748,18,23,53,53,2726,Fataqatta`ooo amrahum bainahum zuburaa; kullu hizbim bimaa ladaihim farihoon
2749,18,23,54,54,2727,Fazarhum fee ghamratihim hattaa heen
2750,18,23,55,55,2728,A-yahsaboona annnamaa numiduhum bihee mimmaalinw wa baneen
2751,18,23,56,56,2729,Nusaari`u lahum fil khairaat; bal laa yash`uroon
2752,18,23,57,57,2730,Innal lazeena hum min khashyati Rabbihim mushfiqoon
2753,18,23,58,58,2731,Wallazeena hum bi Aayaati Rabbihim yu`minoon
2754,18,23,59,59,2732,Wallazeena hum bi Rabbihim laa yushrikoon
2755,18,23,60,60,2733,Wallazeena yu`toona maaa aataw wa quloobuhum wajilatun annahum ilaa Rabbihim raaji`oon
2756,18,23,61,61,2734,Ulaaa`ika yusaari`oona fil khairaati wa hum lahaa saabiqoon
2757,18,23,62,62,2735,Wa laa nukallifu nafsan illaa wus`ahaa wa ladainaa kitaabuny yantiqu bilhaqqi wa ahum la yuzlamoon
2758,18,23,63,63,2736,Bal quloobuhum fee ghamratim min haazaa wa lahum a`maalum min dooni zaalika hum lahaa `aamiloon
2759,18,23,64,64,2737,Hattaaa izaaa akhaznaa mutrafeehim bil`azaabi izaa hum yaj`aroon
2760,18,23,65,65,2738,Laa taj`arul yawma innakum minnaa laa tunsaroon
2761,18,23,66,66,2739,Qad kaanat Aayaatee tutlaa `alaikum fakuntum `alaaa a`qaabikum tankisoon
2762,18,23,67,67,2740,Mustakbireena bihee saamiran tahjuroon
2763,18,23,68,68,2741,Afalam yaddabbarrul qawla am jaaa`ahum maa lam yaati aabaaa`ahumul awwaleen
2764,18,23,69,69,2742,Am lam ya`rifoo Rasoolahum fahum lahoo munkiroon
2765,18,23,70,70,2743,Am yaqooloona bihee jinnnah; bal jaaa`ahum bilhaqqi wa aksaruhum lil haqqi kaarihoon
2766,18,23,71,71,2744,Wa lawit taba`al haqqu ahwaaa`ahum lafasadatis samaawaatu wal ardu wa man feehinnn; bal atainaahum bizikrihim fahum `an zikrihim mu`ridoon
2767,18,23,72,72,2745,Am tas`aluhum kharjan fakharaaju Rabbika khairunw wa Huwa khairur raaziqeen
2768,18,23,73,73,2746,Wa innaka latad`oohum ilaa Siraatim Mustaqeem
2769,18,23,74,74,2747,Wa innnal lazeena laa yu`minoona bil Aakhirati `anis siraati lanaakiboon
2770,18,23,75,75,2748,Wa law rahimnaahum wa kashafnaa maa bihim min durril lalajjoo fee tughyaanihim ya`mahoon
2771,18,23,76,76,2749,Wa laqad akhaznaahum bil`azaabi famastakaanoo li Rabbihim wa maa yatadarra`oon
2772,18,23,77,77,2750,Hattaaa izaa fatahnaa `alaihim baaban zaa `azaabin shadeedin izaa hum feehi mublisoon (section 4)
2773,18,23,78,78,2751,Wa Huwal lazeee ansha a-lakumus sam`a wal absaara wal af`idah; qaleelam maa tashkuroon
2774,18,23,79,79,2752,Wa Huwal lazee zara akum fil ardi wa ilaihi tuhsharoon
2775,18,23,80,80,2753,Wa Huwal lazee yuhyee wa yumeetu wa lahukh tilaaful laili wannahaar; afalaa ta`qiloon
2776,18,23,81,81,2754,Bal qaaloo misla maa qaalal awwaloon
2777,18,23,82,82,2755,Qaalooo `a-izaa mitnaa wa kunnaa turaabanw wa `izaaman `a-innaa lamab `oosoon
2778,18,23,83,83,2756,Laqad wu`idnaa nahnu wa aabaaa`unaa haazaa min qablu in haazaaa illaaa asaateerul awwaleen
2779,18,23,84,84,2757,Qul limanil ardu wa man feehaaa in kuntum ta`lamoon
2780,18,23,85,85,2758,Sa-yaqooloona lillaah; qul afalaa tazakkkaroon
2781,18,23,86,86,2759,Qul mar Rabbus samaawaatis sab`i wa Rabbul `Arshil `Azeem
2782,18,23,87,87,2760,Sa yaqooloona lillaah; qul afalaa tattaqoon
2783,18,23,88,88,2761,Qul mam bi yadihee malakootu kulli shai`inw wa Huwa yujeeru wa laa yujaaru `alaihi in kuntum ta`lamoon
2784,18,23,89,89,2762,Sa yaqooloona lillaah; qul fa annaa tus haroon
2785,18,23,90,90,2763,Bal atainaahum bil haqqi wa innahum lakaaziboon
2786,18,23,91,91,2764,Mat takhazal laahu minw waladinw wa maa kaana ma`ahoo min ilaah; izal lazahaba kullu ilaahim bimaa khalaqa wa la`alaa ba`duhum `alaa ba`d; Subhaannal laahi `ammaa yasifoon
2787,18,23,92,92,2765,`Aalimil Ghaibi wash shahhaadati fata`aalaa `ammaa yushrikoon (section 5)
2788,18,23,93,93,2766,Qur Rabbi immmaa turiyannee maa yoo`adoon
2789,18,23,94,94,2767,Rabbi falaa taj`alnee fil qawmiz zaalimeen
2790,18,23,95,95,2768,Wa innaa `alaaa an nuriyaka maa na`iduhum laqaadiroon
2791,18,23,96,96,2769,Idfa` billate hiya ahsanus saiyi`ah; nahnu a`lamu bimaa yasifoon
2792,18,23,97,97,2770,Wa qur Rabbi a`oozu bika min hamazaatish Shayaateen
2793,18,23,98,98,2771,Wa a`oozu bika Rabbi ai-yahduroon
2794,18,23,99,99,2772,Hattaaa izaa jaaa`a ahada humul mawtu qaala Rabbir ji`oon
2795,18,23,100,100,2773,La`alleee a`malu saalihan feemaa taraktu kallaa; innahaa kalimatun huwa qaaa`iluhaa wa minw waraaa`ihim barzakhun ilaa Yawmi yub`asoon
2796,18,23,101,101,2774,Fa izaa nufikha fis Soori falaaa ansaaba bainahum yawma`izinw wa laa yatasaaa`aloon
2797,18,23,102,102,2775,Faman saqulat mawaazee nuhoo fa ulaaa`ika humul muflihoon
2798,18,23,103,103,2776,Wa man khaffat mawaa zeenuhoo fa ulaaa`ikal lazeena khasiroo `anfusahum fee Jahannama khaalidoon
2799,18,23,104,104,2777,Talfahu wujoohahumun Naaru wa hum feehaa kaalihoon
2800,18,23,105,105,2778,Alam takun Aayaatee tutlaa `alaikum fakuntum bihaa tukazziboon
2801,18,23,106,106,2779,Qaaloo Rabbanaa ghalabat `alainaa shiqwatunaa wa kunnaa qawman daaalleen
2802,18,23,107,107,2780,Rabbanaa akhrijnaa minhaa fa in `udnaa fa innaa zaalimoon
2803,18,23,108,108,2781,Qaalakh sa`oo feehaa wa laa tukallimoon
2804,18,23,109,109,2782,Innahoo kaana fareequm min `ibaadee yaqooloona Rabbanaaa aamannaa faghfir lanaa warhamnaa wa Anta khairur raahimeen
2805,18,23,110,110,2783,Fattakhaztumoohum sikhriyyan hattaaa ansawkum zikree wa kuntum minhum tadhakoon
2806,18,23,111,111,2784,Inee jazaituhumul Yawma bimaa sabarooo annahum humul faaa`izoon
2807,18,23,112,112,2785,Qaala kam labistum fil ardi `adada sineen
2808,18,23,113,113,2786,Qaaloo labisnaa yawman aw ba`da yawmin fas`alil `aaaddeen
2809,18,23,114,114,2787,Qaala il labistum illaa qaleelal law annakum kuntum ta`lamoon
2810,18,23,115,115,2788,Afahsibtum annamaa khalaqnaakum `abasanw wa annakum ilainaa laa turja`oon
2811,18,23,116,116,2789,Fata`aalal laahul Malikul Haqq; laaa ilaaha illaa Huwa Rabbul `Arshil Kareem
2812,18,23,117,117,2790,Wa mai yad`u ma`allaahi ilaahan aakhara laa burhaana lahoo bihee fa inna maa hisaabuhoo `inda Rabbih; innahoo laa yuflihul kaafiroon
2813,18,23,118,118,2791,Wa qul Rabbigh fir warham wa Anta khairur raahimeen (section 6)
2814,18,24,0,119,0,Bismillaahir Rahmaanir Raheem
2815,18,24,1,120,2792,Sooratun anzalnaahaa wa faradnaahaa wa anzalnaa feehaaa Aayaatim baiyinaatil la`allakum tazakkaroon
2816,18,24,2,121,2793,Azzaaniyatu wazzaanee fajlidoo kulla waahidim minhumaa mi`ata jaldatinw wa laa taakhuzkum bihimaa raafatun fee deenil laahi in kuntum tu`minoona billaahi wal Yawmil Aakhiri wal yashhad `azaabahumaa taaa`ifatum minal mu`mineen
2817,18,24,3,122,2794,Azzaanee laa yankihu illaa zaaniyatan aw mushrikatanw wazzaaniyatu laa yankihuhaaa illaa zaanin aw mushrik; wa hurrima zaalika `alal mu`mineen
2818,18,24,4,123,2795,Wallazeena yarmoonal muhsanaati summa lam yaatoo bi-arba`ati shuhadaaa`a fajlidoohum samaaneena jaldatanw wa laa taqbaloo lahum shahaadatan abadaa; wa ulaaa`ika humul faasiqoon
2819,18,24,5,124,2796,Illal lazeena taaboo mim ba`di zaalika wa aslahoo fa innal laaha Ghafoorur Raheem
2820,18,24,6,125,2797,Wallazeena yarmoona azwaajahum wa lam yakul lahum shuhadaaa`u illaaa anfusuhum fashahaadatu ahadihim arba`u shahaadaatim billaahi innahoo laminas saadiqeen
2821,18,24,7,126,2798,Wal khaamisatu anna la`natal laahi `alaihi in kaana minal kaazibeen
2822,18,24,8,127,2799,Wa yadra`u anhal `azaaba an tashhada arba`a shahaa daatim billaahi innahoo laminal kaazibeen
2823,18,24,9,128,2800,Wal khaamisata anna ghadabal laahi `alaihaaa in kaana minas saadiqeen
2824,18,24,10,129,2801,Wa law laa fadlul laahi `alaikum wa rahmatuhoo wa annal laaha Tawwaabun Hakeem (section 1)
2825,18,24,11,130,2802,Innal lazeena jaaa`oo bilifki `usbatum minkum; laa tahsaboohu sharral lakum bal huwa khairul lakum; likul limri`im minhum mak tasaba minal-ism; wallazee tawallaa kibrahoo minhum lahoo `azaabun `azeem
2826,18,24,12,131,2803,Law laaa iz sami`tumoohu zannal mu`minoona walmu`minaatu bi anfusihim khairanw wa qaaloo haazaaa ifkum mubeen
