index,sura,aya,text
3182,27,24,मैंने देखा है कि वह और उसकी क़ौम सब सूरज की पूजा कर रहे हैं और शैतान ने इनकी नज़रों में इस अमल को हसीन बना दिया है और उन्हंे सही रास्ते से रोक दिया है कि अब वह ये भी नहीं समझते हैं
3183,27,25,कि क्यों न उस ख़ुदा का सज्दा करें जो आसमान व ज़मीन के पोशीदा असरार को ज़ाहिर करने वाला है और लोग जो कुछ छिपाते हैं या ज़ाहिर करते हैं सबका जानने वाला है
3184,27,26,वह अल्लाह है जिसके अलावा कोई ख़ुदा नहीं है और वह अर्श अज़ीम का परवरदिगार (पालने वाला) है
3185,27,27,सुलेमान ने कहा कि मैं अभी देखता हूँ कि तूने सच कहा है या तेरा शुमार भी झूठों में है 
3186,27,28,ये मेरा ख़त लेकर जा और उन लोगों के सामने डाल दे फिर उनके पास से हट जा और ये देख कि वह क्या जवाब देते हैं
3187,27,29,उस औरत ने कहा कि मेरे ज़ाएमा (हुकूमत के ओमरा) सल्तनत! मेरी तरफ़ एक बड़ा मोहतरम ख़त भेजा गया है
3188,27,30,जो सुलेमान की तरफ़ से है और उसका मज़मून ये है कि शुरू करता हूँ ख़ुदा के नाम से जो बड़ा रहमान व रहीम है
3189,27,31,देखो मेरे मुक़ाबले में सरकशी (बग़ावत) न करो और इताअत (कहने पर अमल) गुज़ार बनकर चले आओ
3190,27,32,ज़एमा (हुकूमत के सरदार) ममलेकत ! मेरे मसले में राय दो कि मैं तुम्हारी राय के बगै़र कोई हतमी (अटल) फ़ैसला नहीं कर सकती
3191,27,33,"उन लोगों ने कहा कि हम साहेबाने कू़व्वत (ताक़त) और माहिरीने जंग व जिदाल (जंग के माहिर लड़ने वाले) हैं और इख़्तियार बहरहाल (हर तरह से, हर हाल में) आपके हाथ में है आप बताएं कि आपका हुक्म क्या है"
3192,27,34,उसने कहा कि बादशाह जब किसी इलाके़ में दाखि़ल होते हैं तो बस्ती को वीरान कर देते हैं और साहेबाने इज़्ज़त को ज़लील कर देते हैं और उनका यही तरीक़ाए कार (काम का तरीक़ा) होता है
3193,27,35,और मैं उनकी तरफ़ एक हदिया (तोहफ़ा) भेज रही हूँ और फिर देख रही हूँ कि मेरे नुमाइन्दे क्या जवाब लेकर आते हैं
3194,27,36,इसके बाद जब क़ासिद (ख़त व पैग़ाम पहुंचाने वाला) सुलेमान के पास आया तो उन्होंने कहा कि तुम अपने माल से मेरी इमदाद (मदद) करना चाहते हो जबकि जो कुछ ख़ुदा ने मुझे दिया है वह तुम्हारे माल से कहीं ज़्यादा बेहतर (ज़्यादा अच्छा)  (ज़्यादा अच्छा) है जाओ तुम ख़ु़द ही अपने हदिये से ख़ु़श रहो
3195,27,37,जाओ तुम वापस जाओ अब मैं एक ऐसा लश्कर लेकर आऊँगा जिसका मुक़ाबला मुमकिन न होगा और फिर सबको ज़िल्लत व रूस्वाई (शर्मिन्दगी) के साथ मुल्क से बाहर निकालूँगा
3196,27,38,फिर ऐलान किया कि मेरे अशराफ़े (सरदारे) सल्तनत! तुम में कौन है जो उसके तख़्त को ले आये क़ब्ल इसके कि वह लोग इताअत (कहने पर अमल) गुज़ार बनकर हाज़िर हों
3197,27,39,तो जिन्नात में से एक देव ने कहा कि मैं इतनी जल्दी ले आऊँगा कि आप अपनी जगह से भी न उठेंगे मैं बड़ा साहेबे कू़व्वत (ताक़त) और ज़िम्मेदार हूँ
3198,27,40,और एक शख़्स ने जिसके पास किताब का एक हिस्सा इल्म था उसने कहा कि मैं इतनी जल्दी ले आऊँगा कि आपकी पलक भी न झपकने पाये इसके बाद सुलेमान ने तख़्त को अपने सामने हाज़िर देखा तो कहने लगे ये मेरे परवरदिगार (पालने वाले) का फ़ज़्ल (मेहरबानी) व करम है वह मेरा इम्तिहान लेना चाहता है कि मैं शुक्रिया अदा करता हूँ या कुफ्ऱाने नेअमत (नेमत का इन्कार) करता हूँ और जो शुक्रिया अदा करेगा वह अपने ही फ़ायदे के लिए करेगा और जो कुफ्ऱाने नेअमत (नेमत का इन्कार) करेगा उसकी तरफ़ से मेरा परवरदिगार (पालने वाला) बेनियाज़ (जिसे कोई/किसी चीज़ की ज़रूरत नहीं) और करीम (करम करने वाला) है
3199,27,41,सुलेमान ने कहा कि उसके तख़्त को ना क़ाबिले शिनाख़्त (जिसकी पहचान न हो सके) बना दिया जाये ताकि हम देखें कि वह समझ पाती है या नासमझ लोगों में है
3200,27,42,जब वह आयी तो सुलेमान ने कहा कि क्या तुम्हारा तख़्त ऐसा ही है उसने कहा कि बिल्कुल ऐसा ही है बल्कि शायद यही है और मुझे तो पहले ही इल्म हो गया था और मैं इताअत (कहने पर अमल) गुज़ार हो गई थी
3201,27,43,"और उसे उस माबूद (जिसकी इबादत करती थी) ने रोक रखा था जिसे ख़ुदा को छोड़कर माबूद (इबादत के क़ाबिल) बनाये हुए थी कि वह एक काफ़िर (कुफ्ऱ करने वाले, ख़ुदा या उसके हुक्म का इन्कार करने वाले) क़ौम से ताल्लुक़ रखती थी"
3202,27,44,फिर उससे कहा गया कि क़स्र (महल) में दाखि़ल हो जाये अब जो उसने देखा तो समझी के कोई गहरा पानी है और अपनी पिण्डलियाँ खोल दीं सुलेमान ने कहा कि ये एक क़िला है जिसे शीशों से मूँढ दिया गया है और बिल्क़ीस ने कहा कि मैंने अपने नफ़्स (जान) पर ज़्ाु़ल्म किया था और अब मैं सुलेमान के साथ उस ख़ुदा पर ईमान ले आयी हूँ जो आलमीन का पालने वाला है
3203,27,45,और हमने क़ौमे समूद की तरफ़ उनके भाई सालेह को भेजा कि तुम लोग अल्लाह की इबादत करो तो दोनों फ़रीक़ (फ़िरक़े के लोग) आपस में झगड़ा करने लगे
3204,27,46,सालेह ने कहा कि क़ौम वालों आखि़र भलाई से पहले बुराई की जल्दी क्यों कर रहे हो तुम लोग अल्लाह से अस्तग़फ़ार (गुनाहों की माफ़ी की दुआ) क्यों नहीं करते कि शायद तुम पर रहम कर दिया जाये
3205,27,47,उन लोगों ने कहा कि हमने तुमसे और तुम्हारे साथियों से बुरा शगुन ही पाया है उन्होंने कहा कि तुम्हारी बदक़िस्मती अल्लाह के पास मुक़द्दर है और ये दर हक़ीक़त तुम्हारी आज़माईश की जा रही है
3206,27,48,और इस शहर में नौ अफ़राद (लोगों) थे जो ज़मीन में फ़साद (लड़ाई-झगड़ा) बरपा करते थे और इसलाह नहीं करते थे
3207,27,49,"उन लोगों ने कहा कि तुम सब आपस में ख़ुदा की क़सम खाओ कि सालेह और इनके घर वालों पर रातों रात हमला कर दोगे और बाद में उनके वारिसों से कह दोगे कि हम उनके घर वालों की हलाकत (मौत, तबाही) के वक़्त मौजूद ही नहीं थे और हम अपने बयान में बिल्कुल सच्चे हैं"
3208,27,50,और फिर उन्होंने अपनी चाल चली और हमने भी अपना इन्तिज़ाम किया कि उन्हें ख़बर भी न हो सकी
3209,27,51,फिर अब देखो कि इनकी मक्कारी का अंजाम क्या हुआ कि हमने उन रऊसा (सरदारों) को उनकी क़ौम समेत बिल्कुल तबाह व बर्बाद कर दिया
3210,27,52,अब ये उनके घर हैं जो ज़्ाु़ल्म की बिना पर ख़ाली पड़े हुए हैं और यक़ीनन इसमें साहेबाने इल्म के लिए एक निशानी पायी जाती है
3211,27,53,और हमने उन लोगों को निजात दे दी जो ईमान वाले थे और तक़्वा इलाही (ख़ुदा का ख़ौफ़) इख़्तियार किये हुए थे
3212,27,54,और लूत को याद करो जब उन्होंने अपनी क़ौम से कहा कि क्या तुम आँखें रखते हुए बदकारी (बुरे काम) का इरतिकाब कर रहे हो
3213,27,55,क्या तुम लोग अज़राहे शहवत (शहवत के रास्ते पर) मर्दों से ताल्लुक़ात पैदा कर रहे हो और औरतों को छोड़े दे रहे हो दर हक़ीक़त तुम लोग बिल्कुल जाहिल क़ौम हो
3214,27,56,तो उनकी क़ौम का कोई जवाब नहीं था सिवाए इसके कि लूत वालों को अपनी बस्ती से निकाल बाहर कर दो कि ये लोग बहुत पाकबाज़ बन रहे हैं
3215,27,57,तो हमने लूत और उनके ख़ानदान वालों को ज़ौजा के अलावा सबको निजात दे दी कि वह पीछे रह जाने वालों में थी
3216,27,58,और हमने उन पर अजीब व ग़रीब क़िस्म की बारिश कर दी कि जिन लोगों को डराया जाता है उन पर बारिशे अज़ाब भी बहुत बुरी होती है
3217,27,59,आप कहिये कि सारी तारीफ़ अल्लाह के लिए है और सलाम है उसके उनबन्दों पर जिन्हें उसने मुन्तख़ब (चुना हुआ) कर लिया है ‘आया’ ख़ुदा ज़्यादा बेहतर (ज़्यादा अच्छा)  है या जिन्हें ये शरीक बना रहे हैं
3218,27,60,भला वह कौन है जिसने आसमान व ज़मीन को पैदा किया है और तुम्हारे लिए आसमान से पानी बरसाया है फिर हमने उससे खुशनुमां बाग़ उगाये हैं कि तुम उनके दरख़्तों (पेड़ों) को नहीं उगा सकते थे क्या ख़ुदा के साथ कोई और ख़ुदा है......नहीं बल्कि ये लोग खु़द अपनी तरफ़ से दूसरों को ख़ुदा के बराबर बना रहे हैं
3219,27,61,भला वह कौन है जिसने ज़मीन को क़रार की जगह बनाया और फिर उसके दरम्यान (बीच में) नहरें जारी कीं और इसके लिए पहाड़ बनाये और दो दरियाओं के दरम्यान (बीच में) हदे फ़ासिल (आड़) क़रार दी क्या ख़ुदा के साथ कोई और भी ख़ुदा है हर्गिज़ (बिल्कुल) नहीं अस्ल ये है कि उनकी अकसरियत (ज़्यादातर लोग) जाहिल है
3220,27,62,भला वह कौन है जो मुज़तर की फ़रियाद को सुनता है जब वह उसको आवाज़ देता है और उसकी मुसीबत को दूर कर देता है और तुम लोगों को ज़मीन का वारिस बनाता है। क्या ख़ुदा के साथ कोई और ख़ुदा है। नहीं बल्कि ये लोग बहुत कम नसीहत (अच्छी बातें जो बताई जाएं) हासिल करते हैं
3221,27,63,भला वह कौन है जो ख़ु़श्की और तरी की तारीकियों में तुम्हारी रहनुमाई करता है और बारिश से पहले बशारत (ख़ुशख़बरी) के तौर पर हवायें चलाता है क्या अल्लाह के साथ कोई और ख़ुदा है। यक़ीनन वह ख़ुदा तमाम मख़लूक़ात (पैदा की हुई ख़िलक़त या शै) से कहीं ज़्यादा बलन्द व बाला (बरतर) है जिन्हें यह लोग उसका शरीक बना रहे हैं 
3222,27,64,या कौन है जो ख़ल्क़ की इब्तिदा (शुरूआत) करता है ((मख़लूक़ को पहली बार पैदा करता है)) और फिर दोबारा भी वही पैदा करेगा और कौन है जो आसमान और ज़मीन से रिज़्क़ अता करता है क्या ख़ुदा के साथ कोई और भी माबूद (इबादत के क़ाबिल) है आप कह दीजिए कि अगर तुम अपने दावे में सच्चे हो तो अपनी दलील ले आओ
3223,27,65,कह दीजिए कि आसमान व ज़मीन में गै़ब का जानने वाला अल्लाह के अलावा कोई नहीं है और ये लोग नहीं जानते हैं कि उन्हें कब दोबारा उठाया जायेगा
3224,27,66,"बल्कि आखि़रत के बारे में उनका इल्म नाक़िस (नामुकम्मल, नुक़्स या कमी के साथ) रह गया है बल्कि ये उसकी तरफ़ से शक में मुब्तिला (पड़े) हैं बल्कि ये बिल्कुल अंधे हैं"
3225,27,67,और कुफ़्फ़ार (ख़ुदा या उसके हुक्म का इन्कार करने वाले) ये कहते हैं कि क्या जब हम और हमारे बाप दादा सब मिट्टी हो जायेंगे तो फिर दोबारा निकाले जायेंगे
3226,27,68,ऐसा वादा हमसे और हमारे बाप दादा से बहुत पहले से किया जा रहा है और ये सब अगले लोगों की कहानियां हैं और बस
3227,27,69,आप उन से कह दीजिए कि रूए ज़मीन में सैर करो और फिर देखो कि मुजरेमीन (जुर्म करने वालों) का अंजाम कैसा हुआ है
3228,27,70,और आप उनके हाल पर रंजीदा (ग़मगीन) न हों और ये चालें चल रहे हैं उनकी तरफ़ से भी दिल तंग (परेशान) न हो
3229,27,71,और यह लोग कहते हैं कि अगर तुम सच्चे हो तो ये वादा आखि़र कब पूरा होने वाला है
3230,27,72,तो कह दीजिए कि बहुत मुमकिन है कि जिस अज़ाब की तुम जल्दी कर रहे हो उसका कोई हिस्सा तुम्हारे पीछे ही लगा हुआ हो
3231,27,73,और आपका परवरदिगार (पालने वाला) बन्दों के हक़ में बहुत ज़्यादा मेहरबान है लेकिन उनकी अकसरियत (ज़्यादातर लोग) शुक्रिया नहीं अदा करती है
3232,27,74,और आपका परवरदिगार (पालने वाला) वह सब जानता है जिसे उनके दिल छिपायें हुए हैं या जिसका ये एलान कर रहे हैं
3233,27,75,और आसमान व ज़मीन में कोई पोशीदा (छिपी हुई) चीज़ ऐसी नहीं है जिसका ज़िक्र किबाते मुबीन (रौशन) में न हो
3234,27,76,बेशक ये कु़रआन बनी इसराईल के सामने उन बहुत सी बातों की हिकायत (बयान) करता है जिनके बारे में वह आपस में एख़तेलाफ़ (राय में टकराव) कर रहे हैं
3235,27,77,और ये कु़रआन साहेबाने ईमान के लिए हिदायत और रहमत है
3236,27,78,आपका परवरदिगार (पालने वाला) उनके दरम्यान (बीच में)  अपने हुक्म से फ़ैसला करता है और वह सब पर ग़ालिब भी है और सबसे बाख़बर (जानने वाला) भी है
3237,27,79,"लेहाज़ा (इसलिये) आप इसी पर एतमाद (भरोसा) करें कि आप वाज़ेह (खुले हुए, रौशन) हक़ के रास्ते पर हैं"
3238,27,80,आप मुर्दों को और बहरों को अपनी आवाज़ नहीं सुना सकते अगर वह मुँह फेर कर भाग खड़े हों
3239,27,81,और आप अंधों को भी उनकी गुमराही से राहे रास्त (सीधे रास्ते) पर नहीं ला सकते हैं आप अपनी आवाज़ सिर्फ़ उन लोगों को सुना सकते हैं जो हमारी आयतों पर ईमान रखते हैं और हमारे इताअत गुज़ार (कहने पर अमल करने वाले) हैं
3240,27,82,और जब इन पर वादा पूरा होगा तो हम ज़मीन से एक चलने वाला निकाल कर खड़ कर देंगे जो इनसे ये बात करे कि कौन लोग हमारी आयात पर यक़ीन नहीं रखते थे
3241,27,83,और इस दिन हम हर उम्मत में से वह फ़ौज इकठ्ठा करेंगे जो हमारी आयतों की तकज़ीब (झुठलाना) किया करते थे और फिर अलग अलग तक़सीम (बांटना) कर दिये जायेंगे
3242,27,84,यहां तक कि जब सब आ जायेंगे तो इरशादे हदियत होगा कि क्या तुम लोगों ने मेरी आयतों की तकज़ीब (झुठलाना) की थी हालांकि तुम्हें इनका मुकम्मल इल्म नहीं था या तुम क्या कर रहे थे
3243,27,85,और उनके जु़ल्म की बिना पर उन पर बात साबित हो जायेगी और वह बोलने के क़ाबिल भी न होंगे
3244,27,86,क्या उन लोगों ने नहीं देखा कि हमने रात को पैदा किया ताकि ये सुकून हासिल कर सकें और दिन को रोशनी का ज़रिया बनाया इसमें साहेबाने ईमान के लिए हमारी बड़ी निशानियां हैं
3245,27,87,और जिस दिन सूर फूंका जायेगा तो ज़मीन व आसमान में जो भी है सब लरज़ (कांप) जायेंगे अलावा उनके जिनको ख़ुदा चाहे और सब उसकी बारगाह में सर झुकाये हाज़िर होंगे
3246,27,88,और तुम देखोगे तो समझोगे कि जैसे पहाड़ अपनी जगह पर जामिद (जमे हुए) है हालांकि ये बादलों की तरह चल रहे होंगे। ये उस ख़ुदा की सनअत (कारीगरी) है जिसने हर चीज़ को मोहकम (ख़ूबी से) बनाया है और वह तुम्हारे तमाम आमाल (कामों) से बा ख़बर (जानने वाला) है
3247,27,89,जो कोई नेकी करेगा उसे इससे बेहतर (ज़्यादा अच्छा) अज्र मिलेगा और वह लोग रोज़े क़यामत के ख़ौफ़ (डर) से महफ़ूज़ (हिफ़ाज़त के साथ) भी रहेंगे
3248,27,90,और जो लोग बुराई करेंगे उन्हें मुँह के भल जहन्नुम में ढकेल दिया जायेगा कि क्या तुम्हें तुम्हारे आमाल (कामों) के अलावा भी कोई मुआवज़ा दिया जा सकता है
3249,27,91,मुझे तो सिर्फ़ ये हुक्म दिया गया है कि मैं इस शहर के मालिक की इबादत करूँ जिसने इसे मोहतरम बनाया है और हर शै उसी की मिल्कियत (जो शै इख़्तियार या क़ब्ज़े में हो) है और मुझे ये हुक्म दिया गया है कि मैं इताअत गुज़ारों (कहने पर अमल करने वालों) में शामिल हो जाऊँ
3250,27,92,और यह कि मैं कु़रआन को पढ़ कर सुनाऊँ अब इसके बाद जो हिदायत हासिल कर लेगा वह अपने फ़ायदे के लिए करेगा और जो बहक जायेगा उससे कह दीजिए कि मैं तो सिर्फ़ डराने वालों में से हूँ
3251,27,93,और यह कहिये कि सारी हम्द सिर्फ़ अल्लाह के लिए है और वह अनक़रीब (बहुत जल्द) तुम्हें अपनी निशानियां दिखलायेगा और तुम पहचान लोगे और तुम्हारा परवरदिगार (पालने वाला) तुम्हारे आमाल (कामों) से ग़ाफ़िल (बेपरवाह) नहीं है
3252,28,1,ता सीन मीम
3253,28,2,ये किताबे मुबीन की आयतें हैं
3254,28,3,हम आपको मूसा और फ़िरऔन की सच्ची ख़बर सुना रहे हैं उन लोगों के लिए जो ईमान लाने वाले हैं
3255,28,4,फ़िरऔन ने रूए ज़मीन पर बलन्दी इख़्तियार की और उसने अहले ज़मीन (ज़मीन वालों) को मुख़्तलिफ़ (अलग-अलग) हिस्सों में तक़सीम कर (बांट) दिया कि एक गिरोह ने दूसरे को बिल्कुल कमज़ोर बना दिया वह लड़कों को ज़िबाह कर दिया करता था और औरतों को ज़िन्दा रखा करता था। वह यक़ीनन मुफ़सेदीन (फ़साद करने वालों) में से था
3256,28,5,और हम चाहते हैं कि जिन लोगों को ज़मीन में कमज़ोर बना दिया गया है उन पर एहसान करें और उन्हें लोगों का पेशवा बनायें और ज़मीन का वारिस क़रार दे दें
3257,28,6,और उन्हीं को रूए ज़मीन का इक़तेदार (हाकेमीयत) दें और फ़िरऔन व हामान और उनके लश्करों को उन्हीं कमज़ोरों के हाथों से वह मंज़र दिखलायें जिससे ये डर रहे हैं
3258,28,7,और हमने मादरे मूसा (मूसा की माँ) की तरफ़ वही की कि अपने बच्चे को दूध पिलाओ और इसके बाद जब उसकी ज़िन्दगी का ख़ौफ़ (डर) पैदा हो तो इसे दरिया में डाल दो और बिल्कुल डरो नहीं और परेशान न हो कि हम इसे तुम्हारी तरफ़ पलटा देने वाले और इसे मुरसलीन (पैग़म्बरों) में से क़रार देने वाले हैं
3259,28,8,फिर फ़िरऔन वालों ने इसे उठा लिया कि अंजामकार इनका दुश्मन और इनके लिए बाएसे रंज व अलम (ग़म की वजह) बने। बेशक फ़िरऔन और हामान और उनके लश्कर वाले सब ग़लती पर थे
3260,28,9,और फ़िरऔन की ज़ौजा ने कहा कि ये तो हमारी और तुम्हारी आँखों की ठंडक है लेहाज़ा (इसलिये) इसे क़त्ल न करो कि शायद ये हमें फ़ायदा पहुंचाये और हम इसे अपना फ़रज़न्द (बेटा) बना लें ओर वह लोग कुछ नहीं समझ रहे थे
3261,28,10,और मूसा की माँ का दिल बिल्कुल ख़ाली हो गया कि क़रीब था कि वह इस राज़ को फ़ाश कर देतीं अगर हम उनके दिल को मुतमईन (इत्मीनान व सुकून वाला) न बना देते ताकि वह ईमान लाने वालों में शामिल हो जायें
3262,28,11,और उन्होंने अपनी बहन से कहा कि तुम भी उनका पीछा करो तो उन्होंने दूर से मूसा को देखा जबकि उन लोगों को इसका एहसास भी नहीं था
3263,28,12,और हमने मूसा पर दूध पिलाने वालियों का दूध पहले ही से हराम कर दिया तो मूसा की बहन ने कहा कि क्या मैं तुम्हें ऐसे घर वालों का पता बताऊँ जो इसकी किफ़ालत कर सकें और इसके ख़ैर ख़्वाह भी हों
3264,28,13,"फिर हमने मूसा को उनकी माँ की तरफ़ पलटा दिया ताकि उनकी आँख ठण्डी हो जाये और वह परेशान न रहें और उन्हें मालूम हो जाये कि अल्लाह का वादा बहरहाल (हर तरह से, हर हाल में) सच्चा है अगर चे लोगों की अकसरियत (ज़्यादातर लोग) इसे नहीं जानती है"
3265,28,14,और जब मूसा जवानी की तवानाईयों को पहंुचे और तन्दुरूस्त हो गये तो हमने उन्हें इल्म और हिकमत अता कर दी और हम इसी तरह नेक (अच्छा) अमल वालों को जज़ा (सिला) दिया करते हैं
3266,28,15,और मूसा शहर में उस वक़्त दाखि़ल हुए जब लोग ग़फ़लत (बेपरवाही) की नींच में थे तो उन्होंने दो आदमियों को लड़ते हुए देखा एक इनके शियों में से था और एक दुश्मनों में से तो जो इनके शियों में से था उसने दुश्मन के ज़्ाु़ल्म की फ़रियाद की तो मूसा ने उसे एक घूंसा मारकर उसकी ज़िन्दगी का फ़ैसला कर दिया और कहा कि ये यक़ीनन शैतान के अमल से था और यक़ीनन शैतान दुश्मन और खुला हुआ गुमराह करने (बहकाने) वाला है
3267,28,16,मूसा ने कहा कि परवरदिगार (पालने वाले) मैंने अपने नफ़्स (जान) के लिए मुसीबत मोल ले ली लेहाज़ा (इसलिये) मुझे माॅफ़ कर दे तो परवरदिगार (पालने वाले) ने माॅफ़ कर दिया कि वह बहुत बख़्शने (माफ़ करने) वाला और मेहरबान है
3268,28,17,मूसा ने कहा कि परवरदिगार (पालने वाले) तूने मेरी मदद की है लेहाज़ा (इसलिये) मैं कभी मुजरिमों (जुर्म करने वालों) का साथी नहीं बनूँगा
3269,28,18,फिर सुबह के वक़्त मूसा शहर में दाखि़ल हुए तो ख़ौफ़ज़दा (डरा हुआ) और हालात की निगरानी करते हुए कि अचानक देखा कि जिसने कल मदद के लिए पुकारा था वह फिर फ़रियाद कर रहा है मूसा ने कहा कि यक़ीनन तू खुला हुआ गुमराह है
3270,28,19,फिर जब मूसा ने चाहा कि उस पर हमलावर हों जो दोनों का दुश्मन है तो उसने कहा कि मूसा तुम उसी तरह मुझे क़त्ल करना चाहते हो जिस तरह तुमने कल एक बेगुनाह को क़त्ल किया है। तुम सिर्फ़ रूए ज़मीन में सरकश (ज़बरदस्ती करने वाला) हाकिम बनकर रहना चाहते हो और ये नहीं चाहते हो कि तुम्हारा शुमार (गिनती) इस्लाह करने वालों में हो
3271,28,20,और इधर आखि़रे शहर से एक शख़्स दौड़ता हुआ आया और उसने कहा कि मूसा शहर के बड़े लोग बाहमी मशविरा कर रहे हैं कि तुम्हें क़त्ल कर दें लेहाज़ा (इसलिये) तुम शहर से बाहर निकल जाओ मैं तुम्हारे लिए नसीहत (अच्छी बातें जो बताई जाएं) करने वालों में से हूँ
3272,28,21,तो मूसा शहर से बाहर निकले ख़ौफ़ज़दा (डरे हुए) और दायें बायें देखते हुए और कहा कि परवरदिगार (पालने वाले) मुझे ज़ालिम क़ौम से महफ़ूज़ (हिफ़ाज़त के साथ) रखना
3273,28,22,और जब मूसा ने मदयन का रूख़ किया तो कहा कि अनक़रीब (बहुत जल्द) परवरदिगार (पालने वाला) मुझे सीधे रास्ते की हिदायत कर देगा
3274,28,23,और जब मदियन के चश्मे (पानी के कुएं) पर वारिद हुए (पहुंचते) तो लोगों की एक जमाअत को देखा जो जानवरों को पानी पिला रही थी और उनसे अलग दो औरतें थीं जो जानवरों को रोके खड़ी थीं। मूसा ने पूछा कि तुम लोगों का क्या मसला है उन दोनों ने कहा कि हम उस वक़्त तक पानी नहीं पिलाते हैं जब तक सारी क़ौम हट न जाये और हमारे बाबा एक ज़ईफ़ुल उम्र आदमी हैं
3275,28,24,"मूसा ने दोनों के जानवरों को पानी पिला दिया और फिर एक साये में आकर पनाह (मदद, सहारा) ले ली अर्ज़ की परवरदिगार (पालने वाले) यक़ीनन मैं उस ख़ैर का मोहताज हूँ जो तू मेरी तरफ़ भेज दे"
3276,28,25,"इतने में दोनों में से एक लड़की कमाले शर्म व हया के साथ चलती हुई आयी और उसने कहा कि मेरे बाबा आपको बुला रहे हैं कि आप के पानी पिलाने की उजरत दे दें फिर जो मूसा उनके पास आये और अपना क़िस्सा बयान किया तो उन्होंने कहा कि डरो नहीं अब तुम ज़ालिम क़ौम से निजात (छुटकारा, रिहाई) पा गये"
3277,28,26,इन दोनों में से एक लड़की ने कहा कि बाबा आप इन्हें नौकर रख लीजिए कि आप जिसे भी नौकर रखना चाहें इनमें सबसे बेहतर (ज़्यादा अच्छा) वह होगा जो साहेबे कु़व्वत (ताक़त वाला) भी हो ओर अमानतदार भी हो
3278,28,27,उन्होंने कहा कि मैं इन दोनों में से एक बेटी का अक़्द (निकाह) आपसे करना चाहता हूँ बशर्त ये कि आप आठ साल तक मेरी खि़दमत करें फिर अगर दस साल पूरे कर दें तो ये आपकी तरफ़ से होगा और मैं आपको कोई ज़हमत (परेशानी) नहीं देना चाहता हूँ इन्शा अल्लाह आप मुझे नेक (अच्छा) बन्दों में से पायेंगे
3279,28,28,मूसा ने कहा कि ये मेरे और आपके दरम्यान (बीच में) का मुआहेदाह (वादा) है मैं जो मुद्दत भी पूरी कर दूँ मेरे ऊपर कोई ज़िम्मेदारी नहीं होगी और मैं जो कुछ भी कह रहा हूँ अल्लाह उसका गवाह है
3280,28,29,फिर जब मूसा मुद्दत को पूरा कर चुके और अपने अहल (अपने वालों) के लेकर चले तो तूर की तरफ़ से एक आग नज़र आयी उन्होंने अपने अहल (अपने वालों) से कहा कि तुम लोग ठहरो मैंने एक आग देखी है शायद इसमें से कोई ख़बर ले आऊँ या कोई चिंगारी ही ले आऊँ कि तुम लोग इससे तापने का काम ले सको
3281,28,30,फिर जो इस आग के क़रीब आये तो वादी के दाहिने रूख़ से एक मुबारक मुक़ाम पर एक दरख़्त (पेड़) से आवाज़ आयी कि मूसा मैं आलमीन (तमाम जहानों) का पालने वाला ख़ुदा हूँ
3282,28,31,और तुम अपने असा को ज़मीन पर डाल दो और जो मूसा ने देखा तो वह साँप की तरह लहरा रहा था ये देख कर मूसा पीछे हट गये और फिर मुड़कर भी न देखा तो फिर आवाज़ आयी कि मूसा आगे बढ़ो और डरो नहीं कि तुम बिल्कुल मामून (अम्न के साथ) व महफ़ूज़ (हिफ़ाज़त के साथ) हो
3283,28,32,"ज़रा अपने हाथ को गिरेबान में दाखि़ल करो वह बग़ैर किसी बीमारी के सफ़ेद और चमकदार बनकर बरामद होगा और ख़ौफ़ (डर) से अपने बाजु़ओं को अपनी तरफ़ समेट लो। तुम्हारे लिए परवरदिगार (पालने वाले) की तरफ़ से फ़िरऔन और उसकी क़ौम के सरदारों की तरफ़ ये दो दलीलें हैं कि ये लोग सब फ़ासिक़ (झूठा, गुनहगार) और बदकार (बुरा काम करने वाले) हैं"
3284,28,33,मूसा ने कहा कि परवरदिगार (पालने वाले) मैंने उनके आदमी को मार डाला है तो मुझे ख़ौफ़ (डर) है कि ये मुझे क़त्ल कर देंगे और कारे तब्लीग़ (तब्लीग़ का काम) रूक जायेगा
