ID,Type,TypeNo,ParaNo,ParaFormat,AR,UR,ARSIMPLE,satatus
3429,3,381,1.0,1,(٣٨١) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۸۱),(٣٨١) و قال علیه السلام,
3430,3,381,2.0,2,اَلْكَلَامُ فِیْ وِثَاقِكَ مَا لَمْ تَتَكَلَّمْ بِهٖ، فَاِذَا تَكَلَّمْتَ بِهٖ صِرْتَ فِیْ وِثَاقِهٖ فَاخْزُنْ لِسَانَكَ كَمَا تَخْزُنُ ذَهَبَكَ وَ وَرِقَكَ، فَرُبَّ كَلِمَةٍ سَلَبَتْ نِعْمَةً، وَ جَلَبَتْ نِقْمَةً.,کلام تمہارے قید و بند میں ہے، جب تک تم نے اسے کہا نہیں ہے اور جب کہہ دیا تو تم اس کی قید و بند میں ہو۔ لہٰذا اپنی زبان کی اسی طرح حفاظت کرو جس طرح اپنے سونے چاندی کی حفاظت کرتے ہو۔ کیونکہ بعض باتیں ایسی ہوتی ہیں جو کسی بڑی نعمت کو چھین لیتی اور مصیبت کو نازل کر دیتی ہیں۔,الكلام فی وثاقك ما لم تتكلم به، فاذا تكلمت به صرت فی وثاقه فاخزن لسانك كما تخزن ذهبك و ورقك، فرب كلمة سلبت نعمة، و جلبت نقمة.,
3431,3,382,1.0,1,(٣٨٢) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۸۲),(٣٨٢) و قال علیه السلام,
3432,3,382,2.0,2,لَا تَقُلْ مَا لَا تَعْلَمُ، بَلْ لَّا تَقُلْ كُلَّ مَا تَعْلَمُ، فَاِنَّ اللهَ قَدْ فَرَضَ عَلٰى جَوَارِحِكَ كُلِّهَا فَرَآئِضَ یَحْتَجُّ بِهَا عَلَیْكَ یَوْمَ الْقِیٰمَةِ.,جو نہیں جانتے اسے نہ کہو، بلکہ جو جانتے ہو وہ بھی سب کا سب نہ کہو۔ کیونکہ اللہ سبحانہ نے تمہارے تمام اعضاء پر کچھ فرائض عائد کئے ہیں جن کے ذریعہ قیامت کے دن تم پر حجت لائے گا۔,لا تقل ما لا تعلم، بل لا تقل كل ما تعلم، فان الله قد فرض على جوارحك كلها فرائض یحتج بها علیك یوم القیمة.,
3433,3,383,1.0,1,(٣٨٣) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۸۳),(٣٨٣) و قال علیه السلام,
3434,3,383,2.0,2,اِحْذَرْ اَنْ یَّرَاكَ اللهُ عِنْدَ مَعْصِیَتِهٖ، وَ یَفْقِدَكَ عِنْدَ طَاعَتِهٖ، فَتَكُوْنَ مِنَ الْخَاسِرِیْنَ، وَ اِذَا قَوِیْتَ فَاقْوَ عَلٰى طَاعَةِ اللهِ، وَ اِذَا ضَعُفْتَ فَاضْعُفْ عَنْ مَّعْصِیَةِ اللهِ.,اس بات سے ڈرتے رہو کہ اللہ تمہیں اپنی معصیت کے وقت موجود اور اپنی اطاعت کے وقت غیر حاضر پائے، تو تمہارا شمار گھاٹا اٹھانے والوں میں ہو گا۔ جب قوی و دانا ثابت ہونا ہو تو اللہ کی اطاعت پر اپنی قوت دکھاؤ اور کمزور بننا ہو تو اس کی معصیت سے کمزوری دکھاؤ۔,احذر ان یراك الله عند معصیته، و یفقدك عند طاعته، فتكون من الخاسرین، و اذا قویت فاقو على طاعة الله، و اذا ضعفت فاضعف عن معصیة الله.,
3435,3,384,1.0,1,(٣٨٤) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۸۴),(٣٨٤) و قال علیه السلام,
3436,3,384,2.0,2,اَلرُّكُوْنُ اِلَى الدُّنْیَا مَعَ مَا تُعَایِنُ مِنْهَا جَهْلٌ، وَ التَّقْصِیْرُ فِیْ حُسْنِ الْعَمَلِ اِذَا وَثِقْتَ بِالثَّوَابِ عَلَیْهِ غَبْنٌ، وَ الطُّمَاْنِیْنَةُ اِلٰى كُلِّ اَحَدٍ قَبْلَ الْاِخْتِبَارِ عَجْزٌ.,دنیا کی حالت دیکھتے ہوئے اس کی طرف جھکنا جہالت ہے، اور حسن عمل کے ثواب کا یقین رکھتے ہوئے اس میں کوتاہی کرنا گھاٹا اٹھانا ہے، اور پرکھے بغیر ہر ایک پر بھروسا کر لینا عجز و کمزوری ہے۔,الركون الى الدنیا مع ما تعاین منها جهل، و التقصیر فی حسن العمل اذا وثقت بالثواب علیه غبن، و الطمانینة الى كل احد قبل الاختبار عجز.,
3437,3,385,1.0,1,(٣٨٥) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۸۵),(٣٨٥) و قال علیه السلام,
3438,3,385,2.0,2,مِنْ هَوَانِ الدُّنْیَا عَلَى اللهِ اَنَّهٗ لَا یُعْصٰۤى اِلَّا فِیْهَا، وَ لَا یُنَالُ مَا عِنْدَهٗۤ اِلَّا بِتَرْكِهَا.,اللہ کے نزدیک دنیا کی حقارت کیلئے یہی بہت ہے کہ اللہ کی معصیت ہوتی ہے تو اس میں، اور اس کے یہاں کی نعمتیں حاصل ہوتی ہیں تو اسے چھوڑنے سے۔,من هوان الدنیا على الله انه لا یعصى الا فیها، و لا ینال ما عنده الا بتركها.,
3439,3,386,1.0,1,(٣٨٦) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۸۶),(٣٨٦) و قال علیه السلام,
3440,3,386,2.0,2,مَنْ طَلَبَ شَیْئًا نَّالَهٗ اَوْ بَعْضَهٗ.,جو شخص کسی چیز کو طلب کرے تو اسے یا اس کے بعض حصہ کو پالے گا۔ (جویندہ یابندہ)۔,من طلب شیئا ناله او بعضه.,
3441,3,387,1.0,1,(٣٨٧) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۸۷),(٣٨٧) و قال علیه السلام,
3442,3,387,2.0,2,مَا خَیْرٌۢ بِخَیْرٍۭ بَعْدَهُ النَّارُ، وَ مَا شَرٌّۢ بِشَرٍّۭ بَعْدَهُ الْجَنَّةُ، وَ كُلُّ نَعِیْمٍ دُوْنَ الْجَنَّةِ فَہُوَ مَحْقُوْرٌ، وَ كُلُّ بَلَآءٍ دُوْنَ النَّارِ عَافِیَةٌ.,وہ بھلائی بھلائی نہیں جس کے بعد دوزخ کی آگ ہو، اور وہ برائی برائی نہیں جس کے بعد جنت ہو۔ جنت کے سامنے ہر نعمت حقیر اور دوزخ کے مقابلہ میں ہر مصیبت راحت ہے۔,ما خیر بخیر بعده النار، و ما شر بشر بعده الجنة، و كل نعیم دون الجنة فہو محقور، و كل بلاء دون النار عافیة.,
3443,3,388,1.0,1,(٣٨٨) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۸۸),(٣٨٨) و قال علیه السلام,
3444,3,388,2.0,2,اَلَا وَ اِنَّ مِنَ الْبَلَآءِ الْفَاقَةَ، وَ اَشَدُّ مِنَ الْفَاقَةِ مَرَضُ الْبَدَنِ، وَ اَشدُّ مِنْ مَّرَضِ الْبَدَنِ مَرَضُ الْقَلْبِ.,اس بات کو جانے رہو کہ فقر و فاقہ ایک مصیبت ہے، اور فقر سے زیادہ سخت جسمانی امراض ہیں، اور جسمانی امراض سے زیادہ سخت دل کا روگ ہے۔,الا و ان من البلاء الفاقة، و اشد من الفاقة مرض البدن، و اشد من مرض البدن مرض القلب.,
3445,3,388,3.0,2,اَلَا وَ اِنَّ مِنَ النِّعَمِ سَعَةَ الْمَالِ، وَ اَفْضَلُ مِن سَعَةِ الْمَالِ صِحَّةُ الْبَدَنِ، وَ اَفْضَلُ مِنْ صِحَّةِ الْبَدَنِ تَقْوَى الْقَلْبِ.,یاد رکھو کہ مال کی فراوانی ایک نعمت ہے، اور مال کی فراوانی سے بہتر صحتِ بدن ہے، اور صحتِ بدن سے بہتر دل کی پرہیزگاری ہے۔,الا و ان من النعم سعة المال، و افضل من سعة المال صحة البدن، و افضل من صحة البدن تقوى القلب.,
3446,3,389,1.0,1,(٣٨٩) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۸۹),(٣٨٩) و قال علیه السلام,
3447,3,389,2.0,2,مَنْ اَبْطَاَ بِهٖ عَمَلُهٗ لَمْ یُسْرِعْ بِهٖ نَسَبُهُ.,جسے عمل پیچھے ہٹائے، اسے نسب آگے نہیں بڑھا سکتا۔,من ابطا به عمله لم یسرع به نسبه.,
3448,3,389,3.0,3, وَ فِیْ رِوَایَةٍ اُخْرٰى:,ایک دوسری روایت میں اس طرح ہے:, و فی روایة اخرى:,
3449,3,389,4.0,2,مَنْ فَاتَهٗ حَسَبُ نَفْسِهٖ لَمْ یَنْفَعْهُ حَسَبُ اٰبَآئِهٖ.,جسے ذاتی شرف و منزلت حاصل نہ ہو اسے آباؤ اجداد کی منزلت کچھ فائدہ نہیں پہنچا سکتی۔,من فاته حسب نفسه لم ینفعه حسب ابائه.,
3450,3,390,1.0,1,(٣٩٠) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۹۰),(٣٩٠) و قال علیه السلام,
3451,3,390,2.0,2,لِلْمُؤْمِنِ ثَلَاثُ سَاعَاتٍ: فَسَاعَةٌ یُّنَاجِیْ فِیْهَا رَبَّهٗ، وَ سَاعَةٌ یَّرُمُّ مَعَاشَهٗ، وَ سَاعَةٌ یُّخَلِّیْ بَیْنَ نَفْسِهٖ وَ بَیْنَ لَذَّتِهَا فِیْمَا یَحِلُّ وَ یَجْمُلُ.,مومن کے اوقات تین ساعتوں پر منقسم ہوتے ہیں: ایک وہ کہ جس میں اپنے پروردگار سے رازو نیاز کی باتیں کرتا ہے۔ اور ایک وہ جس میں اپنے معاش کا سر و سامان کرتا ہے۔ اور ایک وہ کہ جس میں حلال و پاکیزہ لذتوں میں اپنے نفس کو آزاد چھوڑ دیتا ہے۔,للمؤمن ثلاث ساعات: فساعة یناجی فیها ربه، و ساعة یرم معاشه، و ساعة یخلی بین نفسه و بین لذتها فیما یحل و یجمل.,
3452,3,390,3.0,2,وَ لَیْسَ لِلْعَاقِلِ اَنْ یَّكُوْنَ شَاخِصًا اِلَّا فِیْ ثَلَاثٍ: مَرَمَّةٍ لِّمَعَاشٍ، اَوْ خُطْوَةٍ فِیْ مَعَادٍ، اَوْ لَذَّةٍ فِیْ غَیْرِ مُحَرَّمٍ.,عقلمند آدمی کو زیب نہیں دیتا کہ وہ گھر سے دور ہو، مگر تین چیزوں کیلئے: معاش کے بندوبست کیلئے، یا امر آخرت کی طرف قدم اٹھانے کیلئے، یا ایسی لذت اندوزی کیلئے کہ جو حرام نہ ہو۔,و لیس للعاقل ان یكون شاخصا الا فی ثلاث: مرمة لمعاش، او خطوة فی معاد، او لذة فی غیر محرم.,
3453,3,391,1.0,1,(٣٩١) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۹۱),(٣٩١) و قال علیه السلام,
3454,3,391,2.0,2,اِزْهَدْ فِی الدُّنْیَا یُبَصِّرْكَ اللهُ عَوْرَاتِهَا، وَ لَا تَغْفُلْ فَلَسْتَ بِمَغْفُوْلٍ عَنْكَ!.,دنیا سے بے تعلق رہو! تاکہ اللہ تم میں دنیا کی برائیوں کا احساس پیدا کرے، اور غافل نہ ہو! اس لئے کہ تمہاری طرف سے غافل نہیں ہوا جائے گا۔,ازهد فی الدنیا یبصرك الله عوراتها، و لا تغفل فلست بمغفول عنك!.,
3455,3,392,1.0,1,(٣٩٢) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۹۲),(٣٩٢) و قال علیه السلام,
3456,3,392,2.0,2,تَكَلَّمُوْا تُعْرَفُوْا، فَاِنَّ الْمَرْءَ مَخْبُوْٓءٌ تَحْتَ لِسَانِهٖ.,بات کرو! تاکہ پہچانے جاؤ، کیونکہ آدمی اپنی زبان کے نیچے پوشیدہ ہے۔,تكلموا تعرفوا، فان المرء مخبوء تحت لسانه.,
3457,3,393,1.0,1,(٣٩٣) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۹۳),(٣٩٣) و قال علیه السلام,
3458,3,393,2.0,2,خُذْ مِنَ الدُّنْیَا مَاۤ اَتَاكَ، وَ تَوَلَّ عَمَّا تَوَلّٰى عَنْكَ، فَاِنْ اَنْتَ لَمْ تَفْعَلْ فَاَجْمِلْ فِی الطَّلَبِ.,جو دنیا سے تمہیں حاصل ہوا اسے لے لو اور جو چیز رخ پھیر لے اس سے منہ موڑے رہو۔ اور اگر ایسا نہ کر سکو تو پھر تحصیل و طلب میں میانہ روی اختیار کرو۔,خذ من الدنیا ما اتاك، و تول عما تولى عنك، فان انت لم تفعل فاجمل فی الطلب.,
3459,3,394,1.0,1,(٣٩٤) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۹۴),(٣٩٤) و قال علیه السلام,
3460,3,394,2.0,2,رُبَّ قَوْلٍ اَنْفَذُ مِنْ صَوْلٍ.,بہت سے کلمے حملہ سے زیادہ اثر و نفوذ رکھتے ہیں۔,رب قول انفذ من صول.,
3461,3,395,1.0,1,(٣٩٥) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۹۵),(٣٩٥) و قال علیه السلام,
3462,3,395,2.0,2,كُلُّ مُقْتَصَرٍعَلَیْهِ كَافٍ.,جس چیز پر قناعت کر لی جائے وہ کافی ہے۔,كل مقتصرعلیه كاف.,
3463,3,396,1.0,1,(٣٩٦) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۹۶),(٣٩٦) و قال علیه السلام,
3464,3,396,2.0,2,اَلْمَنِیَّةُ وَ لَا الدَّنِیَّةُ، وَ التّقَلُّلُ وَ لَا التَّوَسُّلُ، وَ مَنْ لَّمْ یُعْطَ قَاعِدًا لَّمْ یُعْطَ قَآئِمًا، وَ الدَّهْرُ یَوْمَانِ: یَوْمٌ لَّكَ، وَ یَوْمٌ عَلَیْكَ؛ فَاِذَا كَانَ لَكَ فَلَا تَبْطَرْ، وَ اِذَا كَانَ عَلَیْكَ فَاصْبِرْ!.,موت ہو اور ذلت نہ ہو۔کم ملے اور دوسروں کو وسیلہ بنانا نہ ہو۔جسے بیٹھے بٹھائے نہیں ملتا اسے اٹھنے سے بھی کچھ حاصل نہیں ہو گا۔ زمانہ دو دنوں پر منقسم ہے: ایک دن تمہارے موافق اور ایک تمہارے مخالف۔ جب موافق ہو تو اتراؤ نہیں اور جب مخالف ہو تو صبر کرو۔,المنیة و لا الدنیة، و التقلل و لا التوسل، و من لم یعط قاعدا لم یعط قائما، و الدهر یومان: یوم لك، و یوم علیك؛ فاذا كان لك فلا تبطر، و اذا كان علیك فاصبر!.,
3465,3,397,1.0,1,(٣٩٧) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۹۷),(٣٩٧) و قال علیه السلام,
3466,3,397,2.0,2,نِعْمَ الطِّیْبُ الْمِسْكُ، خَفِیْفٌ مَّحْمِلُهٗ، عَطِرٌ رِیْحُهٗ.,بہترین خوشبو مشک ہے، جس کا ظرف ہلکا اور مہک عطر بار ہے۔,نعم الطیب المسك، خفیف محمله، عطر ریحه.,
3467,3,398,1.0,1,(٣٩٨) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۹۸),(٣٩٨) و قال علیه السلام,
3468,3,398,2.0,2,ضَعْ فَخْرَكَ، وَ احْطُطْ كِبْرَكَ، وَ اذْكُرْ قَبْرَكَ.,فخر و سر بلندی کو چھوڑو، تکبر و غرور کو مٹاؤ اور قبر کو یاد رکھو۔,ضع فخرك، و احطط كبرك، و اذكر قبرك.,
3469,3,399,1.0,1,(٣٩٩) وَ قَالَ عَلَیْهِ السَّلَامُ,(۳۹۹),(٣٩٩) و قال علیه السلام,
3470,3,399,2.0,2,اِنَّ لِلْوَلَدِ عَلَى الْوَالِدِ حَقًّا، وَ اِنَّ لِلْوَالِدِ عَلَى الْوَلَدِ حَقًّا:,ایک حق فرزند کا باپ پر ہوتا ہے اور ایک حق باپ کا فرزند پر ہوتا ہے:,ان للولد على الوالد حقا، و ان للوالد على الولد حقا:,
3471,3,399,3.0,2,فَحَقُّ الْوَالِدِ عَلَى الْوَلَدِ اَنْ یُّطِیْعَهُ فِیْ كُلِّ شَیْءٍ اِلَّا فِیْ مَعْصِیَةِ اللهِ سُبْحَانَهٗ.,باپ کا فرزند پر یہ حق ہے کہ وہ سوائے اللہ کی معصیت کے ہر بات میں اس کی اطاعت کرے۔,فحق الوالد على الولد ان یطیعه فی كل شیء الا فی معصیة الله سبحانه.,
3472,3,399,4.0,2,وَ حَقُّ الْوَلَدِ عَلَى الْوَالِدِ اَنْ یُّحَسِّنَ اسْمَهٗ، وَ یُحَسِّنَ اَدَبَهٗ، وَ یُعَلِّمَهُ الْقُرْاٰنَ.,اور فرزند کا باپ پر یہ حق ہے کہ اس کا نام اچھا تجویز کرے، اچھے اخلاق و آداب سے آراستہ کرے اور قرآن کی اسے تعلیم دے۔,و حق الولد على الوالد ان یحسن اسمه، و یحسن ادبه، و یعلمه القران.,
3473,3,400,1.0,1,(٤٠٠) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۰۰),(٤٠٠) و قال علیه السلام,
3474,3,400,2.0,2,اَلْعَیْنُ حَقٌّ، وَ الرُّقٰى حَقٌّ، وَ السِّحْرُ حَقٌّ، وَ الْفَاْلُ حَقٌّ، وَ الطِیَرَةُ لَیْسَتْ بِحَقٍّ، وَ الْعَدْوٰى لَیْسَتْ بِحَقٍّ، وَ الطِّیْبُ نُشْرَةٌ، وَ الْعَسَلُ نُشْرَةٌ، وَ الرُّكُوْبُ نُشْرَةٌ، وَ النَّظَرُ اِلَى الْخُضْرَةِ نُشْرَةٌ.,چشمِ بد، افسوں، سحر اور فال نیک، ان سب میں واقعیت ہے۔ البتہ فالِ بد اور ایک کی بیماری کا دوسرے کو لگ جانا غلط ہے۔ خوشبو سونگھنا، شہد کھانا، سواری کرنا اور سبزے پر نظرکرنا غم و اندوہ اور قلق و اضطراب کو دور کرتا ہے۔,العین حق، و الرقى حق، و السحر حق، و الفال حق، و الطیرة لیست بحق، و العدوى لیست بحق، و الطیب نشرة، و العسل نشرة، و الركوب نشرة، و النظر الى الخضرة نشرة.,
3475,3,401,1.0,1,(٤٠١) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۰۱),(٤٠١) و قال علیه السلام,
3476,3,401,2.0,2,مُقَارَبَةُ النَّاسِ فِیْۤ اَخْلَاقِهِمْ اَمْنٌ مِّنْ غَوَآئِلِهِمْ.,لوگوں سے ان کے اخلاق و اطوار میں ہم رنگ ہونا ان کے شر سے محفوظ ہو جانا ہے۔,مقاربة الناس فی اخلاقهم امن من غوائلهم.,
3477,3,402,1.0,1,(٤٠٢) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۰۲),(٤٠٢) و قال علیه السلام,
3478,3,402,2.0,3,لِبَعْضِ مُخَاطِبِیْهِ، وَ قَدْ تَكَلَّمَ بِكَلِمَةٍ یُسْتَصْغَرُ مِثْلُهٗ عَنْ قَوْلِ مِثْلِهَا:,ایک ہم کلام ہونے والے سے کہ جس نے اپنی حیثیت سے بڑھ کر ایک بات کہی تھی، فرمایا:,لبعض مخاطبیه، و قد تكلم بكلمة یستصغر مثله عن قول مثلها:,
3479,3,402,3.0,2,لَقَدْ طِرْتَ شَكِیْرًا، هَدَرْتَ سَقْبًا.,تم پر نکلتے ہی اڑنے لگے اور جوان ہونے سے پہلے بلبلانے لگے۔,لقد طرت شكیرا، هدرت سقبا.,
3480,3,402,4.0,3, قَالَ الرَّضِیُّ: وَ «الشَّكِیْرُ» هٰهُنَا: اَوَّلُ مَا یَنْۢبُتُ مِنْ رِّیْشِ الطَّآئِرِ قَبْلَ اَنْ یَّقْوٰى وَ یَسْتَحْصِفُ، و «السَّقْبُ»: الصَّغِیْرُ مِنَ الْاِبِلِ، وَ لَا یَهْدِرُ اِلَّا بَعْدَ اَنْ یَّسْتَفْحِلَ.,سیّد رضیؒ فرماتے ہیں کہ: اس فقرہ میں ’’شکیر‘‘ سے مراد وہ پر ہیں جو پہلے پہل نکلتے ہیں اور ابھی مضبوط و مستحکم نہیں ہونے پاتے۔ اور ’’سقب‘‘ اونٹ کے بچے کو کہتے ہیں اور وہ اس وقت بلبلاتا ہے جب جوان ہو جاتا ہے۔, قال الرضی: و «الشكیر» ههنا: اول ما ینبت من ریش الطائر قبل ان یقوى و یستحصف، و «السقب»: الصغیر من الابل، و لا یهدر الا بعد ان یستفحل.,
3481,3,403,1.0,1,(٤٠٣) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۰۳),(٤٠٣) و قال علیه السلام,
3482,3,403,2.0,2,مَنْ اَوْمَاَ اِلٰى مُتَفَاوِتٍ خَذَلَتْهُ الْحِیَلُ.,جو شخص مختلف چیزوں کا طلبگار ہوتا ہے اس کی ساری تدبیریں ناکام ہو جاتی ہیں۔ (½طَلَبُ الْکُلِّ فَوْتُ الْکُلِّ¼)۔,من اوما الى متفاوت خذلته الحیل.,
3483,3,404,1.0,1,(٤٠٤) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۰۴),(٤٠٤) و قال علیه السلام,
3484,3,404,2.0,3, وَ قَدْ سُئِلَ عَنْ مَّعْنٰى قَوْلِهِمْ: لَا حَوْلَ وَ لَا قُوَّةَ اِلَّا بِاللهِ:,حضرتؑ سے ½’’لاحول ولا قوۃ الا باللہ‘‘ ¼(قوت و توانائی نہیں مگر اللہ کے سبب سے) کے معنی دریافت کئے گئے تو آپؑ نے فرمایا کہ:, و قد سئل عن معنى قولهم: لا حول و لا قوة الا بالله:,
3485,3,404,3.0,2,اِنَّا لَا نَمْلِكُ مَعَ اللهِ شَیْئًا، وَ لَا نَمْلِكُ اِلَّا مَا مَلَّكَنَا، فَمَتٰى مَلَّكَنَا مَا هُوَ اَمْلَكُ بِهٖ مِنَّا كَلَّفَنَا، وَ مَتٰۤى اَخَذَهٗ مِنَّا وَضَعَ تَكْلِیْفَهٗ عَنَّا.,ہم خدا کے ساتھ کسی چیز کے مالک نہیں۔ اس نے جن چیزوں کا ہمیں مالک بنایا ہے بس ہم انہیں پر اختیار رکھتے ہیں۔ تو جب اس نے ہمیں ایسی چیز کا مالک بنایا جس پر وہ ہم سے زیادہ اختیار رکھتا ہے تو ہم پر شرعی ذمہ داریاں عائد کیں اور جب اس چیز کو واپس لے لے گا تو ہم سے اس ذمہ داری کو بھی بر طرف کر دے گا۔,انا لا نملك مع الله شیئا، و لا نملك الا ما ملكنا، فمتى ملكنا ما هو املك به منا كلفنا، و متى اخذه منا وضع تكلیفه عنا.,
3486,3,405,1.0,1,(٤٠٥) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۰۵),(٤٠٥) و قال علیه السلام,
3487,3,405,2.0,3, لِعَمَّارِ بْنِ یَاسِرٍ، وَ قَدْ سَمِعَهٗ یُرَاجِعُ الْمُغِیْرَةَ بْنَ شُعْبَةَ كَلَامًا:,عمار بن یاسر کو جب مغیرہ ابن شعبہ سے سوال و جواب کرتے سنا تو ان سے فرمایا:, لعمار بن یاسر، و قد سمعه یراجع المغیرة بن شعبة كلاما:,
3488,3,405,3.0,2,دَعْهُ یَا عَمَّارُ، فَاِنَّهٗ لَمْ یَاْخُذْ مِنَ الدِّیْنِ اِلَّا مَا قَارَبَہٗ مِنَ الدُّنْیَا، وَ عَلٰى عَمْدٍ لَّـبَّسَ عَلٰى نَفْسِهٖ لِیَجْعَلَ الشُّبُهَاتِ عَاذِرًا لِّسَقَطَاتِهٖ.,اے عمار! اسے چھوڑو! اس نے دین سے بس وہ لیا ہے جو اسے دنیا سے قریب کرے، اور اس نے جان بوجھ کراپنے کو اشتباہ میں ڈال رکھا ہے تاکہ ان شبہات کو اپنی لغزشوں کیلئے بہانہ قرار دے سکے۔,دعه یا عمار، فانه لم یاخذ من الدین الا ما قاربہ من الدنیا، و على عمد لـبس على نفسه لیجعل الشبهات عاذرا لسقطاته.,
3489,3,406,1.0,1,(٤٠٦) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۰۶),(٤٠٦) و قال علیه السلام,
3490,3,406,2.0,2,مَاۤ اَحْسَنَ تَوَاضُعَ الْاَغْنِیَآءِ لِلْفُقَرَآءِ طَلَبًا لِّمَا عِنْدَ اللهِ! و اَحْسَنُ مِنْهُ تِیْهُ الْفُقَرَآءِ عَلَى الْاَغْنِیَآءِ اتِّكَالًا عَلَى اللهِ.,اللہ کے یہاں اجر کیلئے دولتمندوں کا فقیروں سے عجز و انکساری برتنا کتنا اچھا ہے! اور اس سے اچھا فقراء کا اللہ پر بھروسا کرتے ہوئے دولتمندوں کے مقابلہ میں غرور سے پیش آنا ہے۔,ما احسن تواضع الاغنیاء للفقراء طلبا لما عند الله! و احسن منه تیه الفقراء على الاغنیاء اتكالا على الله.,
3491,3,407,1.0,1,(٤٠٧) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۰۷),(٤٠٧) و قال علیه السلام,
3492,3,407,2.0,2,مَا اسْتَوْدَعَ اللهُ امْرَاً عَقْلًا اِلَّا اسْتَنْقَذَهٗۤ بِهٖ یَوْمًا مَّا!.,اللہ نے کسی شخص کو عقل ودیعت نہیں کی ہے مگر یہ کہ وہ کسی دن اس کے ذریعہ سے اسے تباہی سے بچائے گا۔,ما استودع الله امرا عقلا الا استنقذه به یوما ما!.,
3493,3,408,1.0,1,(٤٠٨) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۰۸),(٤٠٨) و قال علیه السلام,
3494,3,408,2.0,2,مَنْ صَارَعَ الْحَقَّ صَرَعَهٗ.,جو حق سے ٹکرائے گا حق اسے پچھاڑ دے گا۔,من صارع الحق صرعه.,
3495,3,409,1.0,1,(٤٠٩) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۰۹),(٤٠٩) و قال علیه السلام,
3496,3,409,2.0,2,اَلْقَلْبُ مُصْحَفُ الْبَصَرِ.,دل، آنکھوں کا صحیفہ ہے۔,القلب مصحف البصر.,
3497,3,410,1.0,1,(٤١٠) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۱۰),(٤١٠) و قال علیه السلام,
3498,3,410,2.0,2,اَلتُّقٰى رَئِیْسُ الْاَخْلَاقِ.,تقویٰ، تمام خصلتوں کا سرتاج ہے۔,التقى رئیس الاخلاق.,
3499,3,411,1.0,1,(٤١١) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۱۱),(٤١١) و قال علیه السلام,
3500,3,411,2.0,2,لَا تَجْعَلَنَّ ذَرَبَ لِسَانِكَ عَلٰى مَنْ اَنْطَقَكَ، وَ بَلَاغَةَ قَوْلِكَ عَلٰى مَنْ سَدَّدَكَ.,جس ذات نے تمہیں بولنا سکھایا ہے اسی کے خلاف اپنی زبان کی تیزی صرف نہ کرو، اور جس نے تمہیں راہ پر لگایا ہے اس کے مقابلہ میں فصاحت ِگفتار کا مظاہرہ نہ کرو۔,لا تجعلن ذرب لسانك على من انطقك، و بلاغة قولك على من سددك.,
3501,3,412,1.0,1,(٤١٢) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۱۲),(٤١٢) و قال علیه السلام,
3502,3,412,2.0,2,كَفَاكَ اَدَبًا لِّنَفْسِكَ اجْتِنَابُ مَا تَكْرَهُهٗ مِنْ غَیْرِكَ.,تمہارے نفس کی آراستگی کیلئے یہی کافی ہے کہ جس چیز کو اوروں کیلئے ناپسند کرتے ہو اس سے خود بھی پرہیز کرو۔,كفاك ادبا لنفسك اجتناب ما تكرهه من غیرك.,
3503,3,413,1.0,1,(٤١٣) وَ قَالَ عَلَیْهِ السَّلَامُ,(۴۱۳),(٤١٣) و قال علیه السلام,
3504,3,413,2.0,2,مَنْ صَبَرَ صَبْرَ الْاَحْرَارِ، وَ اِلَّا سَلَا سُلُوَّ الْاَغْمَارِ.,جو انمردوں کی طرح صبر کرے، نہیں تو سادہ لوحوں کی طرح بھول بھال کر چپ ہو گا۔,من صبر صبر الاحرار، و الا سلا سلو الاغمار.,
