Category,SubCat,VerseBy,VerseByID,Verse,VerseRef
Aqaed,356,Hazrat Muhammad Mustafa [s],2,"Truly Allah, out of His wisdom and grace, placed bliss and happiness in conviction and contentment, and placed worry and sorrow in doubt and discontentment","Tuhaf al-`Uqoul, no. 6; Mizan ul Hikmah, page No. 884"
Aqaed,356,Hazrat Muhammad Mustafa [s],2,"O people! This is the house of pain and not the house of joy, and the house of writhing [in pain] not the house of repose. So he who knows it will neither rejoice for ease and nor will he grieve for misfortune","A`alam al-Din, no. 294; Mizan ul Hikmah, page No. 885"
Aqaed,356,Hazrat Muhammad Mustafa [s],2,"There is remedy in the statement ""There is no might or power save in Allah"" (La Hawla wa la quwwata illa billah) for ninety-nine ailments, the least of them being anxiety","Qurb al-Isnad, p. 76, no. 244; Mizan ul Hikmah, page No. 885"
Aqaed,356,Imam Ali ibn Abu Talib [a],3,"Ibn `Abbas narrated, I have not profited by any speech after the Messenger of Allah (SAWA) more than by a letter written by Ali b. Abi Talib (AS). He wrote to me, saying, ""But now, indeed man grieves for having missed that which he would not have attained anyway, and is overjoyed at attaining that which he would not have missed anyway. So, let your happiness be for what you attain for your Hereafter, and let your regret be for what you miss of it. Do not be happy for what you attain for this world, nor regret sorrowfully what you miss from it, and let your concern be for what comes after death, and peace be with you","Masalib al-Sa' ul, p. 55; Mizan ul Hikmah, page No. 885"
Aqaed,356,Imam Ali ibn Abu Talib [a],3,What an excellent repellent of worries conviction is,"Bihar al-Anwar, v. 77, p. 211, no. 1; Mizan ul Hikmah, page No. 885"
Aqaed,356,Imam Ali ibn Abu Talib [a],3,Washing clothes takes away worry and sorrow,"al-Khisal, p. 612, no. 10; Mizan ul Hikmah, page No. 885"
Other Muslim References,244,Hazrat Muhammad Mustafa [s],2,"Surely you complete seventy communities, of which you are the best and the most honoured before Allah","Kanz al-`Ummal, no. 34462; Mizan ul Hikmah page No. 625"
Other Muslim References,244,Hazrat Muhammad Mustafa [s],2,"Give good news to this community of exaltedness, religion, superiority, victory and power in the land","Kanz al-`Ummal, no. 34465; Mizan ul Hikmah page No. 625"
Other Muslim References,254,Hazrat Muhammad Mustafa [s],2,"You must get up for the night prayer, for verily it was the devoted practice of all righteous people before you, and verily the night vigil is a means of proximity to Allah and a prevention from sin","Kanz al-`Ummal, no. 21428; Mizan ul Hikmah page No. 636"
Other Muslim References,254,Hazrat Muhammad Mustafa [s],2,"Every single servant who makes up his mind to wake up at a particular time in the night [to pray] but stays asleep, his sleep is considered charity that Allah accepts on his behalf, and the same reward for that which he intended is written down for him","Kanz al-`Ummal, no. 21475; Mizan ul Hikmah page No. 638"
Other Muslim References,262,Hazrat Muhammad Mustafa [s],2,Verily venerating me includes honouring the old men of my community.,"Kanz al-`Ummal, no. 6013; Mizan ul Hikmah page No. 649"
Other Muslim References,270,Hazrat Muhammad Mustafa [s],2,"He who pardons when having the power to punish, Allah will pardon him on the Day of great difficulty [i.e. the Day of Resurrection].","Kanz al-`Ummal, no. 7007; Mizan ul Hikmah page No. 675"
Other Muslim References,274,Hazrat Muhammad Mustafa [s],2,Patience is satisfaction [with Allah's decree].,"Kanz al-`Ummal, no. 6499; Mizan ul Hikmah page No. 686"
Other Muslim References,274,Imam Ali ibn Abu Talib [a],3,Patience is that a man bears whatever afflicts him and swallows his anger.,"Kanz al-`Ummal, no,6518; Mizan ul Hikmah page No. 686"
Other Muslim References,274,Hazrat Muhammad Mustafa [s],2,"Whoever tries to be patient, Allah makes him patient, and whoever tries to remain chaste, Allah keeps him chaste, and whoever suffices himself with what he has, Allah enriches him. No servant can ever be granted something better and more sufficient than patience.","Kanz al-`Ummal, no. 6522; Mizan ul Hikmah page No. 688"
Other Muslim References,276,Hazrat Muhammad Mustafa [s],2,"Shall I inform you of something that holds a higher status than fasting, praying and giving charity? Making peace between people, for verily sowing dissention between people is indeed calamitous","Kanz al-`Ummal, no. 5480; Mizan ul Hikmah page No. 690"
Other Muslim References,278,Hazrat Muhammad Mustafa [s],2,The people who have the greatest portion of Islam are the people of Persia,"Kanz al-`Ummal, no. 34126; Mizan ul Hikmah page No. 693"
Other Muslim References,278,Hazrat Muhammad Mustafa [s],2,"If knowledge was suspended from the skies, the men of Persia would reach it.","Kanz al-`Ummal, no. 34131; Mizan ul Hikmah page No. 694"
Other Muslim References,278,Hazrat Muhammad Mustafa [s],2,"Persia is of our league of ahl al-bayt; for Ishmael 225 is the uncle of the children of Isaac 226, and Isaac is the uncle of the children of Ishmael.","Kanz al-`Ummal, no. 35124; Mizan ul Hikmah page No. 694"
Other Muslim References,278,Hazrat Muhammad Mustafa [s],2,"Verily I have more trust in them, or in some of them, than I have in you, or in some of you.","Kanz al-`Ummal, no. 34128; Mizan ul Hikmah page No. 694"
Other Muslim References,283,Hazrat Muhammad Mustafa [s],2,"Verily Allah, most High, is possessive, and verily the believer is possessive. Allah is possessive over a believer when he approaches that which Allah has prohibited him from","Kanz al-`Ummal, no. 7072; Mizan ul Hikmah page No. 699"
Aqaed,368,Imam Jafar ibn Muhammad [a],9,"Imam Ja'far Sadiq (a.s.) narrates from his father, who in turn narrates from his father saying, ""For one who recites Laa ilaaha illallaahu h'aqqan h'aqqan, Laa ilaaha illallaahu eemaananw wa tas'deeqan, Laa ilaaha illallaahu a'boodiyyatanw waraqan, the Almighty Allah will turn towards him and won't turn back till he enters Paradise.""","Sawab al-A`amal, Page 34"
Aqaed,368,Imam Jafar ibn Muhammad [a],9,"""One who supplicates and says: Maashaa allaahu laa h'aula wa laa quwwata illaa billaah at the end of his supplication, his wish would be fulfilled.""","Sawab al-A`amal, Page 34"
Aqaed,465,Imam Jafar ibn Muhammad [a],9,"""One who recites: Al-h'amdulillaahi a'laa kulli ni'matin kaanat wa hiyaa kaa-inah seven times a day, has thanked (Allah) for the past and he has thanked (Allah) for the future.""","Sawab al-A`amal, Page 35"
Aqaed,246,Imam Jafar ibn Muhammad [a],9,"""One who bears witness saying, Laa ilaaha illallaah and does not say Muhammadur rasoolullaah gets ten rewards. However, if he says Laa ilaaha illallaah as well as Muhammadur rasoolullaah he would get a million rewards.""","Sawab al-A`amal, Page 35"
Akhlaq,477,Imam Ali ibn Abu Talib [a],3,Truthfulness is the tongue of the Real,"Ghurar al-Hikam, no. 275; Mizan ul Hikmah, page No. 962"
Aqaed,462,Imam Ali ibn Musa [a],11,"When Imam Reza (a.s.) reached Nishapur and intended to go to Mamoon, the narrators of traditions gathered around him and said, ""O son of Allah's Messenger! You are leaving us without having said any tradition, which could benefit us."" Imam (a.s.) was seated in the camel saddle. He put his head out and said, ""I heard my father, Musa Ibne Ja'far (a.s.), who says he heard from his father, Ja'far Ibne Muhammad (a.s.), who says he heard from his father, Muhammad Ibne Ali (a.s.), who says he heard from his father, Ali Ibne Husain (a.s.), who says he heard from his father, Husain Ibne Ali (a.s.), who says he heard from his father, Amirul Momineen Ali Ibne Abi Talib (a.s.), who says he heard from the Messenger of Allah (s.a.w.s.), who says he heard from Jibraeel, who says he heard from Almighty Allah that, 'The statement Laa ilaaha illallaah is My fort. One who enters My fort will remain safe from My punishment'."" When they moved on, he loudly said: ""There are certain conditions for this. And I am one of these conditions.""","Sawab al-A`amal, Page 31"
Aqaed,462,Hazrat Muhammad Mustafa [s],2,"Once the Messenger of Allah (s.a.w.s.) was sitting with his companions including Ali Ibne Abi Talib (a.s.). ""One who recites Laa ilaaha illallaah shall enter Paradise."" Two of the companions sitting there said, ""We also recite Laa ilaaha illallaah."" The Holy Prophet (s.a.w.s.) said, ""Only the statement of Laa ilaaha illallaah said by him [Ali (a.s.)] and his Shias will be accepted. With whom the Almighty Allah has made a covenant."" They both again said, ""We also recite Laa ilaaha illallaah."" This time, the Holy Prophet (s.a.w.s.) kept his hand on the head of Ali (a.s.) said, ""The sign (of acceptance of the statement of Laa ilaaha illallaah) is that one should not break oaths given to him, nor sit in his place or reject his words.""","Sawab al-A`amal, Page 32"
Aqaed,462,Imam Jafar ibn Muhammad [a],9,"""If one recites Laa ilaaha illallaah al-malikul h'aqqul mubeen a hundred times, the Almighty Allah will end his poverty, terror of grave and make him independent and he will knock on the door of Paradise.""","Sawab al-A`amal, Page 32"
Aqaed,462,Hazrat Muhammad Mustafa [s],2,"""If one recites Laa ilaaha illallaah without surprise, the Almighty Allah will create a bird from it, which will hover over that person till the Day of Judgment and continue to remember the one who recited it (Laa ilaaha illallaah).""","Sawab al-A`amal, Page 33"
Aqaed,368,Imam Jafar ibn Muhammad [a],9,"""One who recites Ash-hadu al Laa ilaaha illallaahu Wah'dahu laa shareekalahu ilaahanw waahidan ahadas samadal lam yattakhidh s'aah'ibatanw wa laa waladaa, the Almighty Allah writes forty-five hundred thousand rewards for him and wipes out forty-five hundred thousand sins and increases forty-five hundred thousand positions for him. That person is as if he has completed reciting the Holy Quran twelve times in a day and Allah will build a house for him in Paradise.","Sawab al-A`amal, Page 33"
Aqaed,368,Imam Muhammad ibn Ali [a],8,"Imam Muhammad Baqir (a.s.) narrates from his father, who in turn narrates from his father that A person who recites Laa ilaaha illallaahul h'aqqul mubeen thirty times a day will be given wealth, his poverty will vanish and he will knock at the door of Paradise.""","Sawab al-A`amal, Page 33"
Aqaed,368,Imam Jafar ibn Muhammad [a],9,"Imam Ja'far Sadiq (a.s.) says that the Messenger of Allah (s.a.w.s.) said, ""Recite Sub-h'aanallaahi wal h'amdu lillaahi wa laa ilaaha illallaahu wallaahu akbar often because this statement will come to you surrounded by angels and will be included among your good deeds.""","Sawab al-A`amal, Page 34"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When people talk ill of someone in a gathering, (try to) defend him, stop them doing so and leave there.",Nahj al Fasahah; Tradition No. 2833.
Aqaed,246,Hazrat Muhammad Mustafa [s],2,"Sohail bin Saad Ansari says, ""I asked the meaning of this verse Wa maa kunta bijaanibit' t'oori idh naadainaa from the Messenger of Allah (s.a.w.s.)."" The Holy Prophet (s.a.w.s.) replied""Two thousand years before the creation of man, the Almighty Allah wrote this verse on a dry leaf and hung it in the heaven and then gave a call, 'O Ummah of Muhammad! My mercy precedes My anger. I grant you before you ask. I forgive you before you repent. If one of you meets Me and bears witness that there is no Lord except Me and that Muhammad is My servant and messenger I will make him enter Paradise through My mercy'.""","Sawab al-A`amal, Page 35"
Akhlaq,311,Imam Jafar ibn Muhammad [a],9,"Imam Ja'far Sadiq (a.s.) narrates from his predecessors that Amirul Momineen (a.s.) said, ""Some people gathered around the Messenger of Allah (s.a.w.s.) and asked, 'O Messenger of Allah (s.a.w.s.)! Rich people have wealth through which they can free slaves but what about the poor ones like us? They have money to go for Hajj but we can't go. They have enough money for giving Sadaqah but we do not have any. They have enough wealth to buy weapons and participate in Jihad but we do not have anything.' the Holy Prophet (s.a.w.s.) said, 'The reward of reciting takbeer (Allaahu Akbar) a hundred times is better than the reward of freeing a slave. The reward of reciting Tasbeeh (Sub-haanallaah) a hundred times is better than taking a hundred camels for Hajj. The reward of reciting Tahmeed (Al-h'amdulillaah) is better than taking more than a hundred horses with saddles and straps laden with weapons of war for Jihad. And the reward of a person who recites Laa ilaaha illallaah a hundred times is better than everyone except one who recites it more than a hundred times'."" Amirul Momineen (a.s.) says, ""When rich people came to know about this tradition, they too started performing these deeds. The poor people again came to the Holy Prophet (s.a.w.s.) and said that even rich people have come to know about this and they too are offering them. The Holy Prophet (s.a.w.s.) replied, 'That is Allah's grace; He grants it to whom He pleases, and Allah is the Lord of mighty grace'.""","Sawab al-A`amal, Page 36"
Miscellaneous,192,Hazrat Muhammad Mustafa [s],2,"There are five intercessors: the Qur'an, consanguinity, immunity, your Prophet, and your Prophet's household.","Bihar al-Anwar, p. 43, no. 39; Mizan ul Hikmah, page No. 481"
Miscellaneous,192,Hazrat Muhammad Mustafa [s],2,There is no intercessor more effective than repentance.,"Bihar al-Anwar, p. 58, no. 75; Mizan ul Hikmah, page No. 481"
Miscellaneous,192,Imam Ali ibn Abu Talib [a],3,The intercessor for all of creation is action according to what is right and adherence to the truth.,"Ghurar al-Hikam, no. 5789; Mizan ul Hikmah, page No. 481"
Other Muslim References,192,Hazrat Muhammad Mustafa [s],2,Ask Allah through my mediation   for whoever asks through my mediation is then allowed my intercession.,"Sahih Muslim, no. 384; Mizan ul Hikmah, page No. 481"
Miscellaneous,192,Hazrat Muhammad Mustafa [s],2,"The Imams from the progeny of al-Husayn (AS) are such that whoever obeys them has obeyed Allah, and whoever disobeys them has disobeyed Allah. They are the Firm Rope [to Allah], and they are the means of recourse to Allah.","Uyoun Akhbar al-Reza (AS), v. 2, p. 58, no. 217; Mizan ul Hikmah, page No. 482"
Miscellaneous,192,Hazrat Muhammad Mustafa [s],2,"Verily the closest from among you to me tomorrow [in the Hereafter], and the most eligible of you for my intercession are those who are the most truthful from amongst you, the most conscientious at returning a trust placed in their care, the most good-natured, and the ones who have close ties with people.","Amali al-Saduq, p. 411, no. 5; Mizan ul Hikmah, page No. 482"
Miscellaneous,192,Hazrat Muhammad Mustafa [s],2,There are people from among the believers who have the right to intercession like Rabi`aa and Musar. A believer has the right to intercede on behalf of at least thirty people.,"Bihar al-Anwar, v. 8, p. 58, no. 75; Mizan ul Hikmah, page No. 482"
Miscellaneous,192,Imam Muhammad ibn Ali [a],8,"A man may intercede on behalf of his tribe, or for his family, or even just for two other people, depending on the extent of his deeds, for that is the Glorious Station.","Bihar al-Anwar, p. 43, no. 41; Mizan ul Hikmah, page No. 482"
Akhlaq,193,Imam Ali ibn Abu Talib [a],3,"Only the truth will ever afford you company [as an intimate friend], and only falsehood will desert you.","Ghurar al-Hikam, no. 10303; Mizan ul Hikmah, page No. 483"
Akhlaq,193,Imam Jafar ibn Muhammad [a],9,"Intimacy is found in three: a compatible wife, a kind child, and a loyal friend.","Bihar al-Anwar, v. 78, p. 231, no. 25; Mizan ul Hikmah, page No. 483"
Akhlaq,193,Imam Ali ibn Musa [a],11,Being overindulgent in one's intimacy [with people] drives one's dignity away.,"A`alam al-Din, p. 307; Mizan ul Hikmah, page No. 483"
Akhlaq,193,Hazrat Muhammad Mustafa [s],2,"When a man comes out of the humiliation of disobedience to the dignity of obedience, Allah will grant him intimacy without need for a close friend and elevate him without wealth.","Bihar al-Anwar, v. 75, p. 359, no. 74; Mizan ul Hikmah, page No. 483"
Akhlaq,193,Imam Ali ibn Abu Talib [a],3,"A man who isolates himself away from people will find intimacy with Allah, glory be to Him.","Ghurar al-Hikam, no. 8644; Mizan ul Hikmah, page No. 484"
Akhlaq,193,Imam Jafar ibn Muhammad [a],9,"Allah makes the faith of every single believer his own [source of] intimacy, so that he will never feel lonely even if he were to be on the top of a mountain.","Bihar al-Anwar, v. 70, p. 111, no. 14; Mizan ul Hikmah, page No. 484"
Akhlaq,193,Imam Hasan ibn Ali [a],14,A man who finds intimacy with Allah feels lonely among people.,"al-Durrah al-Bahirah, p. 43; Mizan ul Hikmah, page No. 484"
Miscellaneous,194,Hazrat Muhammad Mustafa [s],2,Every intoxicant is prohibited.,"al-Kafi, v. 6, p. 409, no. 9; Mizan ul Hikmah, page No. 484"
Miscellaneous,194,Imam Muhammad ibn Ali [a],8,Whatever substance intoxicates when consumed in large amounts is prohibited even in small amounts.,"Bihar al-Anwar, v. 79, p. 131, no. 20; Mizan ul Hikmah, page No. 484"
Miscellaneous,194,Hazrat Muhammad Mustafa [s],2,"O Ibn Mas`aud, be wary of the intoxication brought about by sin, for verily the sin intoxicates just as much as alcohol if not more. Allah, most High, says, ""Deaf, dumb and blind, they do not apply reason"" [ Qur'an 2:171].","Makarim al- Akhlaq, v. 2, p. 352, no. 266; Mizan ul Hikmah, page No. 485"
Miscellaneous,194,Imam Ali ibn Abu Talib [a],3,"There are four types of intoxication: the intoxication induced by drink, the intoxication induced by wealth, the intoxication of sleep, and the intoxication induced by power.","Bihar al-Anwar, v. 10, p. 114, no. 1; Mizan ul Hikmah, page No. 485"
Miscellaneous,194,Imam Ali ibn Abu Talib [a],3,"The man of reason must be on his guard against the intoxication of wealth, of power, of knowledge, of praise and of youth, for all of these have offensive vapours about them that strip away one's reason and carry away one's dignity.","Ghurar al-Hikam, no. 10948; Mizan ul Hikmah, page No. 485"
Miscellaneous,194,Imam Ali ibn Abu Talib [a],3,The intoxication of heedlessness and arrogance take longer to regain consciousness from than the intoxication of wines.,"Ghurar al-Hikam, no. 5651; Mizan ul Hikmah, page No. 485"
Akhlaq,190,Imam Ali ibn Abu Talib [a],3,The intellect is the messenger of the truth.,"Ghurar al-Hikam, no. 272; Mizan ul Hikmah, page No. 465"
Aqaed,329,Imam Jafar ibn Muhammad [a],9,The heaviest thing to be placed on the scales on the Day of Resurrection is the invocation of blessings on Muhammad and his household (AS).,"Bihar al-Anwar, v. 94, p. 49, no. 9; Mizan ul Hikmah, page No. 486"
Aqaed,195,Hazrat Muhammad Mustafa [s],2,Islam excels and cannot be surpassed by anything else.,"al-Faqih, v. 4, p. 334, no. 5719; Mizan ul Hikmah, page No. 487"
Aqaed,195,Hazrat Muhammad Mustafa [s],2,"He who performs good acts after having embraced Islam will not be punished for anything that he did in his pre-Islamic state, whilst he who continues to commit bad after having embraced Islam will be taken to account for everything from beginning to end.","al-Kafi, v. 2, p. 461, no. 2; Mizan ul Hikmah, page No. 487"
Aqaed,195,Imam Ali ibn Abu Talib [a],3,There is no distinction higher than Islam.,"Nahj al-Balagha, Saying 371; Mizan ul Hikmah, page No. 487"
Aqaed,195,Imam Ali ibn Abu Talib [a],3,"Verily this Islam is the religion of Allah, which He has chosen for Himself, which He has developed before His eyes, which He has preferred for the best of all His creatures, and whose pillars he has founded upon His love. He has abased other religions by honouring it and humiliated other creeds before its sublimity.","Nahj al-Balagha, Sermon 198; Mizan ul Hikmah, page No. 487"
Aqaed,195,Imam Ali ibn Abu Talib [a],3,"Amir al-Mu'minin Imam 'Ali ibn Abi Talib (a.s.) in his description of Islam, said, 'It is the brightest of all paths, the clearest of all passages, with towering minarets, brightly lit highways and illuminating lamps.'","Nahj al-Balagha, Sermon 106; Mizan ul Hikmah, page No. 488"
Adaab,238,Imam Ali ibn Abu Talib [a],3,"Miserliness encompasses all vices, and it is a rein with which one is led to every defect.","Bihar al-Anwar, v. 73, p. 307, no. 36; Mizan ul Hikmah, page No. 609"
Adaab,238,Imam Ali ibn Abu Talib [a],3,Miserliness is [a source of] shame,"Nahj al-Balagha, Saying 3; Mizan ul Hikmah, page No. 609"
Adaab,238,Imam Ali ibn Abu Talib [a],3,Miserliness is the garment of wretchedness.,"Bihar al-Anwar, v. 77, p. 238, no. 1; Mizan ul Hikmah, page No. 609"
Adaab,238,Imam Ali ibn Abu Talib [a],3,Miserliness in giving [to others] what is at hand is a mistrust in God,"Ghurar al-Hikam, no. 1258; Mizan ul Hikmah, page No. 610"
Adaab,238,Imam Ali ibn Abu Talib [a],3,"A man who is miserly with his money will face humiliation, but a man who is miserly with his faith [i.e. he does not readily give it up] will be dignified.","Ghurar al-Hikam, nos. 7921-7922; Mizan ul Hikmah, page No. 610"
Adaab,238,Imam Hasan ibn Ali [a],5,"[It is] (Greed) when you count what is in your hands as a source of honour, while you count what you have given away as a waste","Bihar al-Anwar, v. 73, p. 305, no. 23; Mizan ul Hikmah, page No. 610"
Adaab,238,Imam Jafar ibn Muhammad [a],9,"The miser is he who denies what is Allah's right, and spends instead for a purpose other than Allah's sake.","Bihar al-Anwar, v.73 p.305, no. 25; Mizan ul Hikmah, page No. 610"
Adaab,238,Imam Jafar ibn Muhammad [a],9,"Greed is worse than miserliness because a miser is parsimonious in spending what he has, whilst a greedy man covets that which others possess in addition to what he himself possesses, such that whatever he sees in the hands of others he wishes to be his   lawfully or unlawfully. He cannot be satiated, and nor does he derive any benefit from what Allah has granted him","Tuhaf al-`Uqoul, no. 371, 372; Mizan ul Hikmah, page No. 610"
Adaab,238,Imam Ali ibn Musa [a],11,Miserliness rips one's honour apart,"Bihar al-Anwar, v. 78, p. 357, no. 12; Mizan ul Hikmah, page No. 611"
Adaab,238,Imam Ali ibn Muhammad [a],13,Miserliness is the most blameworthy vice.,"Bihar al-Anwar, v. 72, p. 199, no. 27; Mizan ul Hikmah, page No. 611"
Adaab,238,Imam Jafar ibn Muhammad [a],9,"No one should love for others to be rich as much as the misers; for when others become rich, they would subsequently keep away from their wealth","Amali al-Saduq, p. 316, no. 8; Mizan ul Hikmah, page No. 612"
Adaab,238,Imam Jafar ibn Muhammad [a],9,"The miser's parsimony suffices as mistrust of his Lord, for a man who is certain of [God's] compensation would give generously.","Bihar al-Anwar, v. 73, p. 306, no. 28; Mizan ul Hikmah, page No. 612"
Adaab,238,Hazrat Muhammad Mustafa [s],2,"The real miser is the one who refuses to pay the mandatory alms-tax from his wealth, and refuses to spend on the necessities of his people, yet he squanders it on other things.","Ma`ani al-Akhbar, p. 245, no. 4; Mizan ul Hikmah, page No. 613"
Adaab,238,Hazrat Muhammad Mustafa [s],2,The real miser is he before whom my name is mentioned and he does not say 'peace be upon him',"Bihar al-Anwar, v. 73, p. 306, no. 28; Mizan ul Hikmah, page No. 613"
Adaab,238,Hazrat Muhammad Mustafa [s],2,The most miserly person is he who refuses to give what Allah has made obligatory [i.e. the alms-tax].,"Bihar al-Anwar, v. 73, p. 300, no. 2; Mizan ul Hikmah, page No. 613"
Adaab,238,Hazrat Muhammad Mustafa [s],2,The most miserly person is he who is miserly with his greeting [i.e. he does not greet others].,"Bihar al-Anwar, v. 76, p. 4, no. 11; Mizan ul Hikmah, page No. 613"
Adaab,238,Imam Ali ibn Abu Talib [a],3,A person's freedom from [coveting] what others possess is better than the liberality in giving,"Bihar al-Anwar, v. 76, p. 4, no. 3537; Mizan ul Hikmah, page No. 614"
Adaab,238,Imam Jafar ibn Muhammad [a],9,"The Commander of the Faithful (AS) sent someone five camel-loads of dates   at which a man said to him, 'By Allah, he did not even ask you for anything. Indeed, one camel-load would have been enough to recompense him!' The Commander of the Faithful (AS) replied, 'May Allah increase not the people of your type! I am giving and you are the one being miserly?!","Wasael al-Shi`aah, v. 6, p. 318, no. 1; Mizan ul Hikmah, page No. 614"
Adaab,238,Imam Ali ibn Abu Talib [a],3,Abundance of excuses [for not giving] is a sign of miserliness.,"Bihar al-Anwar, v. 77, p. 209, no. 1; Mizan ul Hikmah, page No. 614"
Adaab,238,Imam Ali ibn Abu Talib [a],3,The miser justifies himself by presenting [many] excuses and justifications.,"Ghurar al-Hikam, no. 1275; Mizan ul Hikmah, page No. 614"
Adaab,240,Imam Ali ibn Abu Talib [a],3,Modesty is the means to all beauty.,"Bihar al-Anwar, v. 77, p. 211, no. 1; Mizan ul Hikmah, page No. 615"
Akhlaq,341,Imam Jafar ibn Muhammad [a],9,"""One who observes fast in Shaban it would keep him away from every defect and anger."" Abu Hamza says, ""I asked the Imam as to what he meant by that defect."" Imam (a.s.) replied, ""It is the oath of Allah's disobedience."" I asked, ""What is the meaning of that anger?"" He replied, ""Taking an oath out of anger and then repenting it.""","Sawab al-A`amal, Page 92"
Akhlaq,341,Imam Jafar ibn Muhammad [a],9,"The narrator says that a discussion of the fast of the month of Shaban was held with Imam Ja'far Sadiq (a.s.) Imam (a.s.) went on narrating the excellence of this fast until he said, ""The fast of Shaban would benefit him a lot; even if he has murdered a respected person he would be forgiven.""","Sawab al-A`amal, Page 92"
Akhlaq,341,Imam Jafar ibn Muhammad [a],9,"""One who fasts continuously from Shaban to the month of Ramadan then by Allah, these fasts would be counted among repentance of Allah, the Mighty and Sublime.""","Sawab al-A`amal, Page 92"
Training Children,207,Hazrat Muhammad Mustafa [s],2,The best type of knowledge is that which benefits.,"Amali al-Saduq, p. 394, no. 1; Mizan ul Hikmah, page No. 527"
Akhlaq,341,Imam Jafar ibn Muhammad [a],9,"The narrator says that he heard Imam Ja'far Sadiq (a.s.) say, ""One who fasts on first of Shaban then surely, Paradise would be made obligatory for him. If he observes two fasts, the Almighty Allah would look at him with mercy in this world every day and night. He would also shower His mercy on him in Paradise. One who fasts for three days would get to visit Allah daily on the Divine throne in Paradise.""","Sawab al-A`amal, Page 92"
Akhlaq,341,Imam Jafar ibn Muhammad [a],9,"Imam Ja'far Sadiq (a.s.) narrates that the Holy Prophet (s.a.w.s.) said, ""Shaban is my month and Ramadan is the month of Allah. It is spring for the poor. The Almighty Allah has made Eid-ul-Azha so that poor get to eat meat and hence you should perform Qurbani and offer meat to them.""","Sawab al-A`amal, Page 92/93"
Akhlaq,341,Imam Jafar ibn Muhammad [a],9,"It is narrated from Imam Ja'far Sadiq (a.s.) that he said, ""By Allah, the fasts of Shaban and Ramadan are like repenting before Allah.""","Sawab al-A`amal, Page 93"
Akhlaq,341,Imam Muhammad ibn Ali [a],8,"""My father used to take a day's gap between the fasts of the months of Shaban and Ramadan. However Imam Zainul Abideen (a.s.) used to fast for two months continuously and used to say, 'Fasting for these two months continuously is like repenting before Allah. These are the months of Allah and they compensate for the sins of the two months of past and present each'.""","Sawab al-A`amal, Page 93"
Akhlaq,152,Hazrat Muhammad Mustafa [s],2,"Greet (people) back, control (your) eyes, and utter good words.",Nahj al Fasahah; Tradition No. 841; Page No. 119
Akhlaq,341,Imam Jafar ibn Muhammad [a],9,"""The Holy Prophet (s.a.w.s.) used to fast in the months of Shaban and Ramadan continuously. However he used to stop people from doing so. These are the months of Allah and they compensate for the sins of previous and next months.""","Sawab al-A`amal, Page 93"
Akhlaq,341,Imam Jafar ibn Muhammad [a],9,"""The wives of the Holy Prophet (s.a.w.s.) used to put off their obligatory fasts, if any till the month of Shaban so that they do not act as barrier for his desires. As soon as Shaban arrived, they used to start observing fast and the Holy Prophet (s.a.w.s.) also used to observe fast. The Holy Prophet (s.a.w.s.) used to say, 'Shaban is my month'.""","Sawab al-A`amal, Page 93"
Akhlaq,341,Imam Jafar ibn Muhammad [a],9,"The narrator asked Imam Ja'far Sadiq (a.s.), ""Did any of your ancestors fast during the month of Shaban?"" Imam (a.s.) replied, ""Yes, my greatest ancestor the Holy Prophet (s.a.w.s.) fasted in Shaban.""","Sawab al-A`amal, Page 93"
Akhlaq,341,Imam Jafar ibn Muhammad [a],9,"The narrator asked Imam Ja'far Sadiq (a.s.) about the month of Shaban, ""Did any of your ancestors observe fast in these days?"" Imam (a.s.) replied, ""My greatest ancestor the Holy Prophet (s.a.w.s.) used to observe many fasts during Shaban.""","Sawab al-A`amal, Page 94"
Akhlaq,341,Hazrat Muhammad Mustafa [s],2,"The Holy Prophet (s.a.w.s.) was asked regarding the fast of Rajab. He replied, ""Why don't you care for the fasts of Shaban?""","Sawab al-A`amal, Page 94"
Akhlaq,341,Hazrat Muhammad Mustafa [s],2,"Usama bin Zaid says that the Holy Prophet (s.a.w.s.) used to fast so much that people used to say that you are always fasting and whenhe did not fast, people used to say that he won't fast now. The narrator asked, ""Is there any month in which the Holy Prophet (s.a.w.s.) used to fast a lot?"" He replied, ""In the month of Shaban. Shaban is a month falling between Rajab and Ramadan. People are unaware of its excellence. The record of deeds of people is sent to Almighty Allah in this month. I wish I am fasting when my record of deeds is being sent.""","Sawab al-A`amal, Page 94"
Akhlaq,341,Hazrat Muhammad Mustafa [s],2,"The Holy Prophet (s.a.w.s.) was asked, ""Which fast is supreme?"" He said ""The fasts of Shaban for the welcoming of Ramadan.""","Sawab al-A`amal, Page 94"
Akhlaq,341,Hazrat Muhammad Mustafa [s],2,"The Holy Prophet (s.a.w.s.) did not use to fast for a whole month except in Shaban, which he used to link with Ramadan.","Sawab al-A`amal, Page 94"
