ID,Type,ParaNo,ParaFormat,mqar,mqur,status,TypeNo
319,4,,4,,بہت سے لوگوں نے کتاب ”نہج البلاغہ“ کی طرف توجہ کی جوامیر المومنین حضرت علی ابن ابی طالب(ع)کا کلام ہے، کیونکہ یہ وہ کتاب ہے کہ جس سے حکم اورمواعظ اورتوحید اور زہداور علو ہمت، ان تمام باتوں کی تعلیم حاصل ہوتی ہے اور اس کا سب سے ادنیٰ فیض فصاحت و بلاغت ہے۔,,0
320,4,,1,,۸)علامہ محدث ملا طاہر فتنی گجراتی ,,0
321,4,,1,,علامہ محدث ملا طاہر فتنی گجراتی، انہوں نے بھی مجمع بحارالانوار،نہایہ کی طرح احادیث و آثار کے لغات ہی کی شرح میں لکھی ہے اور انہوں نے بھی الفاظ نہج البلاغہ کو کلام امیر المومنین(ع)تسلیم کرتے ہوئے ان کی شرح کی ہے۔,,0
322,4,,1,,۹)علامہ احمد بن منصور کازرونی ,,0
323,4,,1,,علامہ احمد بن منصور کازرونی اپنی کتاب مفتاح الفتوح میں امیر المومنین(ع)کے حالات میں لکھتے ہیں:,,0
324,4,,3,,½وَمَنْ تَاَمَّلَ فِیْ کَلَامِہٖ وَ کُتُبِہٖ وَ خُطَبِہٖ وَ رِسَالَاتِہٖ، عَلِمَ اَنَّ عِلْمَہٗ لَا یُوَازِیْ عِلْمَ اَحَدٍ وَّ فَضَآئِلُہٗ لَا تُشَاکِلُ فَضَآئِلَ اَحَدٍ بَعْدَ مُحَمَّدٍ صَلَّی اللّٰہُ عَلَیْہِ وَ سَلَّمَ وَ مِنْ جُمْلَتِھَا کِتَابُ نَھْجِ الْبَلَاغَۃِ، وَ اَیْمُ اللّٰہِ! لَقَدْ وَقَفَ دَوْنہٗ فَصَاحَۃُ الْفُصَحَآءُ وَ بَلَاغَۃُ الْبُلَغَآءُ وَ حِکْمَۃُ الْحُکَمَآءُ.¼,,0
325,4,,4,,جو حضرتؑ کے کلام اور خطوط اور خطبوں اور تحریروں پر غور کی نگاہ ڈالے، اسے معلوم ہو گا کہ حضرتؑ کا علم کسی دوسرے کے علم کی طرح اورحضرتؑ کے فضائل پیغمبرؐ کے بعد کسی دوسرے کے فضائل کے قبیل سے نہیں تھے۔ (یعنی بدر جہازیادہ تھے (اور انہی میں سے کتاب ”نہج البلاغہ“ ہے۔{ FR 4044 } اور خدا کی قسم! آپؑ کی فصاحت کے سامنے تمام فصحاء کی فصاحت اور بلیغوں کی بلاغت اور حکمائے روزگار کی حکمت مفلوج و معطل ہو کر رہ جاتی ہے۔,,0
326,4,,1,,۱۰)علامہ یعقوب لاہوری,,0
327,4,,1,, علامہ یعقوب لاہوری شرح تہذیب الکلام میں ”افصح“ کی شرح میں لکھتے ہیں:,,0
328,4,,3,,½وَمَنْ اَرَادَ مُشَاھَدَۃَ بَلَاغَتِہٖ وَ مُسَامَعَۃَ فَصَاحَتِہٖ فَلْیَنْظُرْ اِلٰی نَھْجِ الْبَلَاغَۃِ وَ لَا یَنْبَغِیْۤ اَنْ یُّنْسَبَ ھٰذَا الْکَلَامُ الْبَلِیْغُ اِلٰی رَجُلٍ شِیْعِیٍّ.¼,,0
329,4,,4,,جو شخص آپؑ کی فصاحت کو دیکھنا اورآپ کی بلاغت کو سننا چاہتا ہو،وہ ”نہج البلاغہ“ پرنظر کرے اور ایسے فصیح و بلیغ کلام کو کسی شیعہ عالم کی طرف منسوب کرنا بالکل غلط ہے۔,,0
330,4,,1,,۱۱)علامہ شیخ احمد ابن المصطفی معروف بہ طاشکیری زادہ ,,0
331,4,,1,,علامہ شیخ احمد ابن المصطفیٰ معروف بہ طاشکیری زادہ اپنی کتاب ”شقائق نعمانیہ فی علماء دولۃ عثمانیہ“، قاضی قوام الدین یوسف کی تصانیف کی فہرست میں لکھتے ہیں:,,0
332,4,,3,,½وَ شَرْحُ نَھْجِ الْبَلَاغَۃِ لِلْاِمَامِ الْھُمَامِ عَلِیِّ بْنِ اَبِیْ طَالِبٍ کَرَّمَ اللّٰہُ تَعَالٰی وَجْھَہٗ.¼,,0
333,4,,1,,۱۲)مفتی دیار مصریہ علامہ شیخ محمد عبدہ ,,0
334,4,,1,,مفتی دیار مصریہ علامہ شیخ محمد عبدہ متوفی ۱۳۲۳ھ جن کی اس سعی جمیل کے مشکور ہونے سے انکار نہیں کیا جاسکتا کہ انہوں نے مصر اور بیروت وغیرہ اہل سنت کے علمی مرکزوں کو نہج البلاغہ کے فیوض سے بہرہ مند بنانے کا سامان کیا اوروہاں کے باشندوں کو ان کے سبب سے اس جلیل القدر کتاب کا تعارف ہوسکا، انہوں نے نہج البلاغہ کو اپنے تفسیری حواشی کے ساتھ مصر میں چھپوایا جس کے بہت سے ایڈیشن اب تک شائع ہوچکے ہیں، وہ اپنے اس مقدمہ میں جو شروع کتاب میں درج کیا ہے، اپنی اس دہشت و حیرت کا اظہار کرتے ہوئے جو نہج البلاغہ کے حقائق آگیں عبارات سے ان پر طاری ہوئی ہے، تحریر کرتے ہیں:,,0
335,4,,3,,½کَانَ يُخَيَّلُ اِلَیَّ فِیْ كُلِّ مَقَامٍ اَنَّ حُرُوْبًا شُبَّتْ، وَ غَارَاتٍ شُنَّتْ، وَ اَنَّ لِلْبَلَاغَةِ دَوْلةً وَّ لِلْفَصَاحَةِ صَوْلَةً، وَ اَنَّ لِلْاَوْهَامِ عَرَامَةً وَّ لِلرَّيْبِ دَعَارَةً، وَ اَنَّ جَحَافِلَ الْخِطَابَةِ، وَ كَتَآئِبَ الذَّرَابَةِ، فِیْ عُقُوْدِ النِّظَامِ، وَ صُفُوْفِ الْاِنْتِظَامِ، تَنَافَحَ بِالصَّفِيْحِ الْاَبْلَجِ وَ الْقَوِيْمِ الْاَمْلَجِ، وَ تَمْتَلِجُ الْمُهَجُ بِرَوَاضِعِ الْحُجَجِ، فَتَفَلَ مِنْ دَعَارَةِ الْوَسَاوِسِ وَ تُصِيْبُ مَقَاتِلَ الْخَوَانِسِ. فَمَا اَنَا اِلَّا وَ الْحَقُّ مُنْتَصِرٌ، وَ الْبَاطِلُ مُنْكَسِرٌ، وَ مَرَجَ الشَّكُّ فِیْ خُمُوْدٍ وَ هَرَجَ الرَّيْبُ فِیْ رُكُوْدٍ. وَ اَنَّ مُدَبِّرَ تِلْكَ الدَّوْلَةِ،وَ بَاسِلَ تِلْكَ الصَّوْلَةِ، هُوَ حَامِلُ لِوَآئِهَا الْغَالِبِ، اَمِيْرُ الْمُؤْمِنِيْنَ عَلِیُّ بْنُ اَبِیْ طَالِبٍ ؑ.¼,,0
336,4,,4,,ہر مقام پر(اس کے اثناء مطالعہ میں(مجھے ایسا تصور ہورہاتھا کہ جیسے لڑائیاں چھڑی ہوئی ہیں، نبرد آزمائیاں ہورہی ہیں، بلاغت کا زور ہے اور فصاحت پوری قوت سے حملہ آور ہے، توہمات شکست کھارہے ہیں، شکوک و شبہات پیچھے ہٹ رہے ہیں، خطابت کے لشکر صف بستہ ہیں، طلاقت لسان کی فوجیں شمشیر زنی اورنیزہ بازی میں مصروف ہیں، وسوسوں کا خون بہایا جارہا ہے اور توہمات کی لاشیں گررہی ہیں اور ایک دفعہ یہ محسوس ہوتا ہے کہ بس حق غالب آگیا اور باطل کی شکست ہوگئی اور شک و شبہ کی آگ بجھ گئی اور تصورات باطل کازورختم ہوگیا اور اس فتح و نصرت کا سہرا اس کے علمبردار اسد اللہ الغالب علی ابن ابی طالب(ع)کے سرہے۔,,0
337,4,,3,,½بَلْ كُنْتُ كُلَّمَا انْتَقَلْتُ مِنْ مَّوْضِعٍ اِلٰی مَوْضِعٍ اُحُسُّ بِتَغَيُّرِ الْمَشَاهِدِ، وَ تَحَوُّلِ الْمَعَاهِدِ:¼,,0
338,4,,4,,بلکہ اس کتاب کے مطالعہ میں جتنا جتنا میں ایک جگہ سے دوسری جگہ منتقل ہوا، میں نے مناظر کی تبدیلی اورمواقف کے تغیر کو محسوس کیا:,,0
339,4,,3,,½فَتَارَةً كُنْتُ اَجِدُنِیْ فِیْ عَالَمٍ يَّعْمَرُهٗ مِنْ الْمَعَانِیْ اَرْوَاحٌ عَالِيَةٌ، فِیْ حُلَلٍ مِّنَ الْعِبَارَاتِ الزَّاهِيَةِ، تَطُوْفُ عَلَی النُّفُوْسِ الزَّاكِيَةِ، وَ تَدْنُوْ مِنَ الْقُلُوْبِ الصَّافِيَةِ، تُوْحِیْۤ اِلَيْهَا رَشَادُهَا، وَ تَقُوْمُ مِنْهَا مُرَادُهَا، وَ تَنْفِرُ بِهَا عَنْ مَّدَاحِضِ الْمَزَالِ، اِلٰی جَوَادِ الْفَضْلِ وَ الْكَمَالِ.¼,,0
340,4,,4,,کبھی میں اپنے کو ایسے عالم میں پاتا تھا جہاں معانی کی بلند روحیں خوش نما عبارتوں کے جامے پہنے ہوئے پاکیزہ نفوس کے گرد چکر لگاتی اور صاف دلوں کے نزدیک آکر انہیں سیدھے رستے پر چلنے کااشارہ کرتی اور نفسانی خواہشوں کا قلع قمع کرتی اور لغزشِ مقامات سے متنفر بناکر فضیلت و کمال کے راستوں کا سالک بناتی ہیں،,,0
341,4,,3,,½وَ طَوْرًا كَانَتْ تَتَكَشَّفُ لِیَ الْجُمَلُ عَنْ وُّجُوْهٍ بَاسِرَةٍ، وَ اَنْيَابٍ كَاشِرَةٍ، وَ اَرْوَاحٍ فِیْۤ اَشْبَاحِ النُّمُوْرِ، وَ مَخَالِبِ النُّسُوْرِ، قَدْ تَحْفَزَتْ لِلْوَثَّابِ، ثُمَّ انْقَضَتْ لِلِاخْتِلَابِ. فَخَلِبَتِ الْقُلُوْبَ عَنْ هَوَاهَا، وَ اَخَذَتِ الْخَوَاطِرَ دُوْنَ مَرْمَاهَا، وَ اغْتَالَتْ فَاسِدَ الْاَهْوَآءِ وَ بَاطِلَ الْاٰرَآءِ۔¼,,0
342,4,,4,,اور کبھی ایسے جملے سامنے آجاتے ہیں جو معلوم ہوتا ہے کہ تیوریاں چڑھائے ہوئے اوردانت نکالے ہوئے ہولناک شکلوں میں آگے بڑھ رہے ہیں اور ایسی روحیں ہیں جو چیتوں کے پیکروں میں اورشکاری پرندوں کے پنجوں کے ساتھ حملہ پرآمادہ ہیں اور ایک دم شکار پر ٹوٹ پڑتے ہیں اوردلوں کو ان کے ہوا و ہوس کے مرکزوں سے جھپٹ کر لے جاتے ہیں اور ضمیروں کوپست جذبات سے زبر دستی علیحدہ کردیتے اورغلط خواہشوں اورباطل عقیدوں کا قلع قمع کردیتے ہیں۔,,0
343,4,,3,,½وَ اَحْيَانًا كُنْتُ اَشْهَدُ اَنَّ عَقْلًا نُوْرَانِيًّا لَّا يَشْبَهُ خَلْقًا جَسَدَانِيًّا، فَصَلَ عَنِ الْمَوْكِبِ الْاِلٰهِیِّ وَ اتَّصَلَ بِالرُّوْحِ الْاِنْسَانِیِّ، فَخَلَعَهٗ عَنْ غَاشِيَاتِ الطَّبِيْعَةِ، وَ سَمَا بِهٖ اِلَی الْمَلَكُوْتِ الْاَعْلٰی، وَ نَمَا بِهٖ اِلٰی مَشْهَدِ النُّوْرِ الْاَجْلٰی. وَ سَكَنَ بِهٖ اِلٰی عَمَارِ جَانِبِ التَّقْدِيْسِ، بَعْدَ اسْتِخَلَاصِهٖ مِنْ شَوَآئِبِ التَّلْبِيْسِ.¼,,0
344,4,,4,,اور بعض اوقات میں ایسے مشاہدہ کرتا تھا کہ ایک نورانی عقل جو جسمانی مخلوق سے کسی حیثیت سے بھی مشابہ نہیں ہے، خداوندی بارگاہ سے الگ ہوئی اور انسانی روح سے متصل ہوکراسے طبیعت کے پردوں سے اورمادیت کے حجابوں سے نکال لیا اور اسے عالم ملکوت تک پہنچادیا اورتجلیات ربانی کے مرکز تک بلند کردیا اور لے جاکر عالم قدس میں اس کو ساکن بنادیا۔,,0
345,4,,3,,½وَ اٰنَاتٍ كَاَنِّیْۤ اَسْمَعُ خَطِيْبَ الْحِكْمَةِ يُنَادِیْ بِاَعْلِيَآءِ الْكَلِمَةِ، وَ اَوْلِيَآءِ اَمْرِ الْاُمَّةِ، يُعَرِّفِهُمْ مَوَاقِعَ الصَّوَابِ، وَ يُبْصِرُهُمْ مَوَاضِعَ الْاِرْتِيَابِ، وَ يُحَذِّرُهُمْ مَزَالِقَ الْاِضْطِرَابِ، وَ يُرْشِدُهُمْ اِلٰی دَقَآئِقِ السِّيَاسَةِ، وَ يَهْدِيْهِمْ طُرُقَ الْكِيَاسَةِ، وَ يَرْتَفِعُ بِهِمْ اِلٰی مَنَصَّاتِ الرِّئَاسَةِ وَ يُصْعِدُهُمْ شَرَفَ التَّدْبِيْرِ، وَ يَشْرَفُ بِهِمْ عَلٰی حُسْنِ الْمَصِيْرِ.¼,,0
346,4,,4,,اور بعض لمحات میں معلوم ہوتا تھا کہ حکمت کاخطیب صاحبان اقتدار اور قوم کےا ہل حل وعقد کو للکار رہا ہے اور انہیں صحیح راستے پر چلنے کی دعوت دے رہا ہے اور ان کی غلطیوں پر متنبہ کررہا ہے اور انہیں سیاست کی باریکیاں اور تدبر و حکمت کےدقیق نکتے سمجھا رہا ہے اور ان کی صلاحیتوں کو حکومت کے منصب اور تدبر و سیاست کی اہلیت پیدا کرکے مکمل بنارہا ہے۔,,0
347,4,,1,,اس میں علامہ محمد عبدہ نے جس طرح یقینی طور پر اس کو کلام امیر المومنین(ع)تسلیم کیا ہے، اسی طرح اس کے مضامین کی حقانیت اوراس کے مندرجات کی سچائی کابھی اعتراف کیا ہے۔ وہ کہہ رہے ہیں کہ اس کتاب کے مضامین حق کی فتح اورباطل کی شکست اورشکوک واوہام کی فنا اور توہمات و وساوس کی بیخ کنی کا سبب ہیں اور وہ شروع سے آخر تک انسانی روح کیلئے روحانیت و طہارت اور جلال و کمال کی تعلیمات کی حامل ہیں۔,,0
348,4,,1,,علامہ محمد عبدہ کو نہج البلاغہ سے اتنی عقیدت تھی کہ وہ اسے قرآن مجید کے بعد ہر کتاب کے مقابلہ میں ترجیح کامستحق سمجھتے تھے اور انہوں نے اپنا یہ اعتقاد بتایا ہے کہ جامعہ اسلامیہ میں اس کتاب کی زیادہ سے زیادہ اشاعت ہونا اسلام کی ایک صحیح خدمت ہے اور یہ صرف اس لئے کہ وہ امیر المومنین(ع)ایسے بلند مرتبہ مصلح عالم کاکلام ہے۔ چنانچہ وہ لکھتے ہیں:,,0
349,4,,3,,½لَیْسَ فِیْ اَھْلِ ھٰذِہِ اللُّغَۃِ اِلَّا قَآئِلٌ بِاَنَّ کَلَامَ الْاِمَامِ عَلِیِّ بْنِ اَبِیْ طَالِبٍ ھُوَ اَشْرَفُ الْکَلَامِ وَ اَبْلَغُہٗ بَعْدَ کَلَامِ اللّٰہِ تَعَالیٰ وَ کَلَامِ نَبِیِّہٖ وَ اَغْزَرُہٗ مَادَّۃً وَ اَرْفَعُہٗ اُسْلُوْبًا وَ اَجْمَعُہٗ لِجَلَآئِلِ الْمَعَانِیْ، فَاَجْدَرُ بِالطَّالِبِیْنَ لِنَفَآئِسِ اللُّغَۃِ وَ الطَّامِعِیْنَ فِی التَّدَرُّجِ لِمَراقِیِّھَا اَنْ یَّجْعَلُوْا ھٰذَا الْکِتَابَ اَھَمَّ مَحْفُوْظَھُمْ وَ اَفْضَلَ مُاْثُوْرِھُمْ مَعَ تَفَھُّمِ مَعَانِیْہِ فِی الْاَغْرَاضِ الَّتِیْ جَآءَتْ لِاَجْلِھَا وَ تَاَمُّلِ اَلْفَاظِہٖ فِی الْمَعَانِی الَّتِیْ صِیْغَتْ لِلدَّلَالَۃِ عَلَیْھَا، لِیَصِیْبُوْا بِذٰلِکَ اَفْضَلَ غَایَۃٍ وَ یَنْتَھُوْۤا اِلٰی خَیْرِ نِھَایَۃٍ.¼,,0
350,4,,4,,اس عربی زبان والوں میں کوئی ایسا نہیں جو اس کاقائل نہ ہو کہ امیر المومنین علی ابن ابی طالب(ع)کا کلام، کلام خدا و کلامِ رسولؐ کے بعد ہر کلام سے بلند تر، زیادہ پر معانی اور زیادہ فوائد کاحامل ہے۔ لہٰذا زبانِ عربی کے نفیس ذخیروں کے طلاب کیلئے یہ کتاب سب سے زیادہ مستحق ہے کہ وہ اسے اپنے محفوظات اور منقولات میں اہم درجہ پر رکھیں اور اس کے ساتھ ان معانی و مقاصد کے سمجھنے کی کوشش کریں جواس کتاب کے الفاظ میں مضمر ہیں۔,,0
351,4,,1,,یہ واقعہ ہے کہ علامہ محمد عبدہ کی یہ کوشش پورے طور پر بار آور بھی ہوئی۔ ایسے تنگ نظری کے ماحول میں جبکہ علمی دنیا کا یہ افسوسناک رویہ ہے کہ خود اہل سنت کی وہ کتابیں جو اہل بیت معصومین(ع) سے یا حضرت علی ابن ابی طالب(ع)سے متعلق ہیں، انہیں زیادہ تر ایران کے شیعی مطبعوں نے شائع کیا ہے مگر مصر و بیروت وغیرہ کے علمی مرکزوں نے انہیں کبھی قابل اشاعت نہ سمجھا۔ مثلا: ”سبط ابن جوزی“ کتب سیر میں پوری علمی جلالت سے یاد کئے گئے ہیں، مگر ان کی کتاب ”تذکرہ“ صرف اس لئے سوادِ اعظم کی بارگاہ میں درخور اعتنا نہیں سمجھی گئی کہ اس میں اہل بیت رسول ﷺ کے حالات زیادہ ہیں۔ اسی طرح حافظ نسائی کی خصائص وغیرہ۔ مگر نہج البلاغہ اپنے تمام مندرجات کے باوجود جن سے سواد اعظم کو اختلاف ہوسکتا ہے، پھر بھی مصر اور بیروت کے علمی حلقوں میں پوری پوری مقبولیت اور مرکزیت رکھتی ہے۔ اس کے مسلسل ایڈیشن شائع ہوتے ہیں اورمدارس اور یونیورسٹیوں کے نصابوں میں داخل ہے۔ یہ صرف ہندوستان یا پاکستان کی مناظرانہ ذہنیت اور اس کی مسموم فضا ہے کہ یہاں کے مدارس میں اکثر اس کے ساتھ وہ سلوک کیا جاتا ہے جو خالص شیعی کتاب سے ہونا چاہیے۔,,0
352,4,,1,,علامہ شیخ محمد عبدہ نے نہ صرف اس کتاب پر حواشی لکھ دیئے اور اسے طبع کردیابلکہ وہ اپنی گفتگوؤں میں برابر اس کی تبلیغ کرتے رہتے تھے۔ چنانچہ ”مجلّۃ الہلال“ مصر نے اپنی جلد نمبر ۳۵ کے شمارہٴ اول بابت نومبر ۱۹۲۶ء کے صفحہ ۷۸ پر چار سوالات علمی طبقہ کی توجہ کیلئے شائع کئے تھے جن میں پہلا سوال یہ تھا کہ:,,0
353,4,,3,,½مَا ھُوَ الْکِتَابُ اَوِ الْکُتُبُ الَّتِیْ طَالَعْتُمُوْھَا فِیْ شَبَابِکُمْ، فَاَفَادَتْکُمْ وَ كَانَ لَھَااَثَرٌ فِیْ حَیَاتِکُمْ؟¼,,0
354,4,,4,,وہ کونسی کتاب یا کتابیں ہیں، جن کاآپ نے دور شباب میں مطالعہ کیاتو انہوں نے آپ کو فائدہ پہنچایا اور ان کا آپ کی زندگی پر اثر پڑا؟,,0
355,4,,1,,اس سوال کا جواب استاد شیخ مصطفی عبد الرزاق نے دیا ہے جو شمارہٴ دوم بابت دسمبر ۱۹۲۶ھ کے صفحہ ۱۵۰ پر شائع ہوا ہے۔ اس میں وہ لکھتے ہیں:,,0
356,4,,3,,½طَالَعْتُ بِاِرْشَادِ الْاُسْتَاذِ الْمَرْحُوْمِ الشَّیْخِ مُحَمَّد عَبْدُہٗ دِیْوَانَ الْحِمَاسَۃِ وَ نَھْجَ الْبَلَاغَۃِ.¼,,0
357,4,,4,,میں نے استاد مرحوم شیخ محمد عبدہ کی ہدایت سے دیوان حماسہ اور نہج البلاغہ کا مطالعہ کیا۔,,0
358,4,,1,,عبد المسیح انطاکی نے بھی جن کی رائے اس کے بعد آئے گی، اس کا ذ کر کیا ہے کہ علامہ محمد عبدہ نے مجھ سے فرمایا کہ :“اگر تم چاہتے ہو کہ انشا پردازی کا درجہ حاصل کرو توا میر المومنین حضرت علی(ع)کو اپنا استاد بناؤ اور ان کے کلام کو اپنے لئے چراغ ہدایت قرار دو“۔,,0
359,4,,1,,موصوف کا یہ عقیدہ نہج البلاغہ کے متعلق کہ وہ تمام و کمال امیر المومنین(ع)کا کلام ہے، اتنا نمایاں تھا کہ ان کے تمام شاگرد جو ان کے بعدسے اب تک مصر کے بلند پایہ اساتذہ میں رہے، اس حقیقت سے واقف تھے۔ چنانچہ استاد محمد محی الدین عبد الحمید مدرس کلیہ لغت عربیہ جامعہ ازہر جن کے خود خیالات ان کی عبارت میں اس کے بعد پیش ہوں گے، اپنے شائع کردہ ایڈیشن کے مقدمہ میں لکھتے ہیں:,,0
360,4,,3,,½عَسَيْتُ اَنْ تَسْئَلَ عَنْ رَّاْىِ الْاُسْتَاذِ الْاِمَامِ الشَّيْخِ مُحَمَّد عَبْدُهٗ فِىْ ذٰلِكَ، وَ هُوَ الَّذِىْ بَعَثَ الْكِتَابَ مِنْ مَّرْقَدِهٖ، وَ لَمْ يَكُنْ اَحَدٌ اَوْسَعَ مِنْهُ اطِّلَاعًا ، وَ لَاۤ اَدَقَّ تَفْكِيْرًا، وَ الْجَوَابُ عَلٰى هٰذَا التَّسَاؤُلِ: اَنَّا نَعْتَقِدُ اِنَّهٗ رَحِمَهُ اللّٰهُ كَانَ مُقْتَنِعًا بِاَنَّ الْكِتَابَ كُلَّهٗ لِلْاِمَامِ عَلِىٍّ رَّحِمَهُ اللّٰهُ.¼,,0
361,4,,4,,ممکن ہے تم اس بارے میں استاد امام شیخ محمد عبدہ کی رائے دریافت کرنا چاہتے ہو جنہوں نے اس کتاب کو خوابِ گمنامی سے بیدارکیا اور ان سے بڑھ کر کوئی وسعتِ اطلاع اور باریکیٴ نگاہ میں مانا بھی نہیں جاسکتا تو اس سوال کا جواب یہ ہے کہ ہم یقین کے ساتھ کہہ سکتے ہیں کہ وہ اس کتاب کو تمام و کمال امیر المومنین(ع)کا کلام سمجھتے تھے۔,,0
362,4,,1,,علامہ محمد عبدہ کایہ مقدمہ جس کے اقتباسات ہم نے درج کئے ہیں، خوددنیائے ادبیت میں کافی اہمیت رکھتا ہے۔ چنانچہ سیّد احمد ہاشمی نے اپنی کتاب ”جواہر الادب“ حصہ اول میں صفحہ ۳۱۷،۳۱۸ پر اسے تمام و کمال درج کردیا ہے اور اس پر عنوان قائم کیا ہے: ½وَصْفُ نَہْجِ الْبَلَاغَۃِ لِلْاِمَامِ الْمَرْحُوْمِ الشَّیْخِ مُحَمَّدٍ عَبْدُہُ الْمُتَوَفّٰی ۱۳۲۲ھـ۔¼,,0
363,4,,1,,۱۳)شیخ مصطفی غلائینی ,,0
364,4,,1,,ملک عرب کے مشہور مصنف، خطیب اور انشاء پرداز شیخ مصطفیٰ غلائینی استاذ التفسیر والفقہ و الادب العربیۃ فی الکلیۃ الاسلامیۃ بیروت، اپنی کتاب اریج الزہر میں زیر عنوان ”نہج البلاغۃ و اسالیب الکلام العربی“ ایک مبسوط مقالہ کے تحت میں تحریر کرتے ہیں:,,0
365,4,,3,,½مِنْ اَحْسَنِ مَا یَنْبَغِیْ مُطَالَعَتُہٗ لِمَنْ یَّتَطَلَّبُ الْاُسْلُوْبَ الْعَالِیَ کِتَابُ نَہْجِ الْبَلَاغَۃِ لِلْاِمَامِ عَلِیٍّ رَّضِیَ اللّٰہُ عَنْہُ، وَ ھُوَ الْکِتَابُ الَّذِیْ اُنْشِئَتْ ھٰذَا الْمَقَالَ لِاَجْلِہٖ، فَاِنَّ فِیْہِ مِنْ بَلِیْغِ الْکَلَامِ وَ الْاَسَالِیْبِ الْمُدْھِشَۃِ وَ الْمَعَانِی الرَّآئِقَۃِ وَ مَنَاحِی الْمَوْضُوْعَاتِ الْجَلِیْلَۃِ مَا یَجْعَلُ مُطَالِعَہٗ اِذْ اَزَاوَلَہٗ مُزَاوَلَۃً صَحِیْحَۃً، بَلِیْغًا فِیْ کِتَابَتِہٖ وَ خِطَابَتِہٖ وَ مَعَانِیْہِ.¼,,0
366,4,,4,,بہترین چیز جس کا مطالعہ بلند معیار ادبی کے طلبگاروں کو لازم ہے، وہ امیرالمومنین علی(ع)کی کتاب نہج البلاغہ ہے اور یہی و ہ کتاب ہے جس کیلئے خاص طور پر یہ مقدمہ لکھا گیا ہے۔ اس کتاب میں بلیغ کلام اور ششدر کردینے والے طرز بیان اور خوش نما مضامین اورمختلف عظیم الشان مطالب ایسے ہیں کہ مطالعہ کرنے والا اگر ان کی صحیح مزاولت کرے تو وہ اپنی انشاپردازی، اپنی خطابت اور اپنی گفتگو میں بلاغت کے معیار پر پورا اتر سکتا ہے۔,,0
367,4,,1,,اس کے بعد لکھتے ہیں کہ اس کتاب سے کثیر التعداد افراد بلکہ اقوام نے استفادہ کیاہے جن میں سے ایک کاتب الحروف بھی ہے۔ میں ان تمام افراد کو جوعربی کے بلند اسلوبِ تحریر کے طالب اورکلام بلیغ کے جویا ہوں، اس کتاب کے حاصل کرنے کی دعوت دیتا ہوں۔,,0
368,4,,1,,۱۴)استاد محمد کرد علی ,,0
369,4,,1,,استاد محمد کرد علی رئیس مجمع علمی دمشق نے الہلال کے چار سوالات کے جواب میں، جن میں سے تیسرا سوال یہ تھا کہ: ”مَا ھِیَ اْلکُتُبُ الَّتِیْ تَنْصَحُوْنَ لِشُبَّانِ الْیَوْمِ بِقَرَآئَتِھَا؟“: ”وہ کونسی کتابیں ہیں جن کے پڑھنے کی موجودہ زمانہ کے نوجوانوں کو آپ ہدایت کرتے ہیں؟“ اس سوال کے جواب میں لکھا ہے:,,0
370,4,,3,,½اِذَا طُلِبَ الْبَلَاغَۃُ فِیْۤ اَتَمِّ مَظَاھِرِھَا وَ الْفَصَاحَۃِ الَّتِیْ لَمْ تَشْبَھْھَا عَجْمَۃٌ، فَعَلَیْکَ بِنَھْجِ الْبَلَاغَۃِ، دِیْوَانِ خُطَبِ اَمِیْرِ الْمُؤْمِنِیْنَ عَلِیِّ بْنِ اَبِیْ طَالِبٍ ؑ وَ رَسَآئِلِہٖ اِلٰی عُمَّالِہٖ، یُرْجَعُ اِلٰی فَصْلِ الْاِنْشَآءِ وَ الْمُنْشِئِیْنَ فِیْ کِتَابِیْ “الْقَدِیْمُ وَ الْحَدِیْثُ”.¼,,0
371,4,,4,,اگر بلاغت کا اس کے مکمل ترین مظاہرات کے ساتھ مشاہدہ مطلوب ہواور اس فصاحت کو جس میں ذرہ بھر بھی زبان کی کوتاہی شامل نہیں ہے، دیکھنا ہوتو تم کو نہج البلاغہ کامطالعہ کرنا چاہیے جو امیرالمومنین علی ابن ابی طالب(ع)کے خطب و مکاتیب کامجموعہ ہے۔ تفصیل کیلئے ہماری کتاب “القدیم و الحدیث” مطبوعہ مصر ۱۹۲۵ء، ½ ”فَصْلُ الْاِنْشَآءِ وَ الْمُنْشِئِیْنَ“¼دیکھنا چاہیے۔,,0
372,4,,1,,یہ جواب ”الہلال“ کی جلد نمبر ۳۵ کے شمارہ نمبر ۵ بابت ماہ مارچ ۱۹۲۷ء میں صفحہ ۵۷۲ پرشائع ہوا ہے۔,,0
373,4,,1,,۱۵)استاد محمد محی الدین ,,0
374,4,,1,,استاد محمد محی الدین المدرس فی کلیۃ اللغۃ العربیۃ بالجامعۃ الازہر جنہوں نے نہج البلاغہ پر تعلیقات تحریر کئے ہیں اورعلامہ شیخ محمد عبدہ کے حواشی برقرار رکھتے ہوئے بہت سے تحقیقات و شرح کااضافہ کیا ہے اور ان حواشی کے ساتھ یہ کتاب مطبع استقامۃ مصر میں طبع ہوئی ہے ،انہوں نے اس ایڈیشن کے شروع میں اپنی جانب سے ایک مقدمہ بھی تحریر کیا ہے جس میں نہج البلاغہ کے استناد و اعتبار پر ایک سیر حاصل بحث کی ہے۔ اس کے ضروری اجزا یہاں درج کئے جاتے ہیں:,,0
