ID,Type,TypeNo,ParaNo,ParaFormat,hawashiflag,hawashi,status
1469,2,11,3.0,1,,جب دشمن سے مڈبھیڑ ہو تو پہاڑوں کے دامنوں اور ندی نالوں کے موڑوں میں پڑاؤ ڈالو۔ کیونکہ اس صورت میں نہروں کے نشیب خندق کا اور پہاڑوں کی چوٹیاں فصیل کا کام دیں گی اور تم عقب سے مطمئن ہو کر دوسرے اطراف سے دشمن کا دفاع کر سکو گے۔,
1470,2,11,4.0,1,,دوسرے یہ کہ لڑائی ایک طرف سے ہو یا زیادہ سے زیادہ دو طرف سے۔ کیونکہ فوج کے متعدد محاذوں پر تقسیم ہو جانے سے اس میں کمزوری کا رونما ہونا ضروری ہے اور دشمن تمہاری فوج کے تفرقہ و انتشار سے فائدہ اٹھا کر کامیابی میں کوئی دشواری محسوس نہ کرے گا۔,
1471,2,11,5.0,1,,تیسرے یہ کہ ٹیلوں اور پہاڑوں کی چوٹیوں پر پاسبان دستے بٹھا دو، تاکہ وہ دشمن کے حملہ آور ہونے سے پہلے تمہیں آگاہ کر سکیں۔ کیونکہ ایسا بھی ہوتا ہے کہ جدھر سے دشمن کے آنے کا خطرہ ہو تا ہے وہ ادھر سے آنے کی بجائے دوسری طرف سے حملہ کر دیتا ہے۔ لہٰذا اگر بلندیوں پر پاسبان دستے موجود ہوں گے تو وہ دور سے اڑتے ہوئے گرد و غبار کو دیکھ کر دشمن کی آمد کا پتہ چلا لیں گے۔ چنانچہ ابن ابی الحدید نے اس کا افادی پہلو واضح کرنے کیلئے یہ تاریخی واقعہ نقل کیا ہے کہ: جب قحطبہ نے خراسان سے نکل کر ایک گاؤں میں پڑاؤ ڈالا تو وہ اور خالد ابن برمک ایک بلند جگہ پر جا بیٹھے۔ ابھی بیٹھے ہی تھے کہ خالد نے دیکھا کہ جنگل کی طرف سے ہرنوں کی ٹکڑیاں چلی آ رہی ہیں۔ یہ دیکھ کر اس نے قحطبہ سے کہا کہ اے امیر! اٹھیے اور لشکر میں فوراً اعلان کرایئے کہ وہ صف بندی کر کے ہتھیاروں کو سنبھال لے۔ یہ سن کر قحطبہ کھڑ بڑا کر اٹھ کھڑا ہوا اور اِدھر اُدھر دیکھ کر کہنے لگا:  مجھے تو کہیں بھی دشمن کی فوج نظر نہیں آتی۔ اس نے کہا کہ :اے امیر! یہ وقت باتوں میں ضائع کرنے کا نہیں، آپ ان ہرنوں کو دیکھ لیجئے جو اپنے ٹھکانے چھوڑ کرآبادیوں کی طرف بڑھے چلے آ رہے ہیں اس کے معنی یہ ہیں کہ ان کے عقب میں دشمن کی فوج چلی آ رہی ہے۔ چنانچہ اس نے فوراً اپنی فوج کو تیار ہونے کاحکم دیا۔ ادھر لشکر کا تیار ہونا تھا کہ گھوڑوں کی ٹاپوں کی آواز کانوں میں آنے لگی اور دیکھتے ہی دیکھتے دشمن سر پر منڈلانے لگا اور یہ چونکہ بر وقت مدافعت کا سامان کر چکے تھے، اس لئے پورے طور سے دشمن کا مقابلہ کیا اور اگر خالد اس بلندی پر نہ ہوتا اور اپنی سوجھ بوجھ سے کام نہ لیتا تو دشمن اچانک حملہ کر کے انہیں ختم کر دیتا۔,
1472,2,11,6.0,1,,چوتھے یہ کہ اِدھر اُدھر جاسوس چھوڑ دیئے جائیں تاکہ وہ دشمن کی نقل و حرکت اور اس کے عزائم سے آگاہ کرتے رہیں اور اس کی سوچی سمجھی ہوئی چالوں کو ناکام بنایا جا سکے۔,
1473,2,11,7.0,1,,پانچویں یہ کہ پڑاؤ ڈالو تو ایک ساتھ اور کوچ کرو تو ایک ساتھ، تاکہ دشمن اس پراگندگی و انتشار کی حالت میں تم پر حملہ کر کے بآسانی        قابو نہ پا سکے۔,
1474,2,11,8.0,1,,چھٹے یہ کہ رات کو اپنے گرد نیزے گاڑ کر حصار کھینچ لو، تاکہ اگر دشمن شب خون مارے تو اس کے حملہ آور ہوتے ہی تم اپنے ہتھیاروں کو اپنے ہاتھوں میں لے سکو اور اگر دشمن تیر بارانی کرے تو اس کے ذریعہ سے کچھ بچاؤ ہو سکے۔,
1475,2,11,9.0,1,e۱,ساتویں یہ کہ گہری نیند نہ سوؤ کہ دشمن کی آمد کا تمہیں پتہ ہی نہ چل سکے اور وہ تمہارے سنبھلتے سنبھلتے تمہیں گزند پہنچانے میں           کامیاب ہو جائے۔,
1477,2,13,1.0,1,s۱,جب حضرتؑ نے زیاد ابن نضر اور شریح ابن ہانی کے ماتحت بارہ ہزار کا ہراول دستہ شام کی جانب روانہ کیا تو راستہ میں سور الروم کے نزدیک ابو الاعور سلمی سے مڈبھیڑ ہوئی جو شامیوں کے دستہ کے ساتھ وہاں پڑاؤ ڈالے ہوئے تھا اور ان دونوں نے حارث ابن جمہان کے ہاتھ ایک خط بھیج کر حضرتؑ کو اس کی اطلاع دی جس پر آپؑ نے ہراول دستے پر مالک ابن حارث اشتر کو سپہ سالار بنا کر روانہ کیا اور ان دونوں کو اطلاع دینے کیلئے یہ خط تحریر فرمایا۔ اس میں جن مختصر اور جامع الفاظ میں مالک اشتر کی توصیف فرمائی ہے اس سے مالک اشتر کی عقل و فراست، ہمت و جرأت اور فنونِ حرب میں تجربہ و مہارت اور ان کی شخصی عظمت و اہمیت کا اندازہ ہو سکتا ہے۔,
1479,2,14,1.0,1,s۱,امیر المومنین علیہ السلام اور معاویہ کے درمیان جو جنگ و قتال کی صورت رونما ہوئی، اس کی تمام تر ذمہ داری معاویہ پر عائد ہوتی ہے۔ اس لئے کہ اس نے آپؑ پر خونِ عثمان کا غلط الزام لگا کر جنگ کیلئے قدم اٹھایا۔ حالانکہ یہ حقیقت اس سے مخفی نہ تھی کہ قتل عثمان کے کیا وجوہ ہیں اور کن کے ہاتھ سے وہ قتل ہوئے۔ مگر اسے جنگ و جدل کا موقع بہم پہنچائے بغیر چونکہ اپنے مقصد میں کامیابی کی کوئی صورت نظر نہ آتی تھی اس لئے اپنے اقتدار کے تحفظ کیلئے اس نے جنگ چھیڑ دی جو سراسر جارحانہ تھی اور جسے کسی صورت سے جواز کے حدود میں نہیں لایا جا سکتا، کیونکہ امامِ برحق کے خلاف بغاوت و سرکشی باتفاق اُمت حرام ہے۔ چنانچہ امام نووی نے تحریر کیا ہے:,
1480,2,14,2.0,3,,½لَا تُنَازِعُوْا وُلَاةَ الْاُمُوْرِ فِیْ وِلَايَتِهِمْ، وَ لَا تَعْتَرِضُوْا عَلَيْهِمْ اِلَّاۤ اَنْ تَرَوْا مِنْهُمْ مُنْكَرًا مُّحَقَّقًا تَعْلَمُوْنَهٗ مِنْ قَوَاعِدِ الْاِسْلَامِ، فَاِذَا رَاَيْتُمْ ذٰلِكَ فَاَنْكِرُوْا عَلَيْهِمْ وَ قُوْلُوْا بِالْحَقِّ حَيْثُمَا كُنْتُمْ، وَ اَمَّا الْخُرُوْجُ عَلَيْهِمْ وَ قِتَالُهُمْ فَمُحَرَّمٌۢ بِاِجْمَاعِ الْمُسْلِمِيْنَ.¼,
1481,2,14,3.0,4,,حکومت کے معاملات میں فرمانرواؤں سے ٹکر نہ لو اور نہ ان پر اعتراضات کرو۔ البتہ تم کو ان میں کوئی ایسی برائی نظر آئے کہ جو پایہ ثبوت کو پہنچ چکی ہو اور تم جانتے ہو کہ وہ اصول اسلام کے خلاف ہے تو اسے ان کیلئے برا سمجھو اور جہاں بھی تم ہو صحیح صحیح بات کہو ،لیکن ان پر خروج کرنا اور ان سے جنگ کرنا با جماع مسلمین حرام ہے۔ (شرح مسلم، نووی، ج۲، ص۱۲۵),
1482,2,14,4.0,1,,عبد الکریم شہرستانی تحریر کرتے ہیں کہ:,
1483,2,14,5.0,3,,½كُلُّ مَنْ خَرَجَ عَنِ الْاِمَامِ الْحَقِّ الَّذِی اتَّفَقَتِ الْجَمَاعَةُ عَلَيْهِ يُسَمّٰى خَارِجِيًّا، سَوَاءٌ كَانَ الْخُرُوْجُ فِیْۤ اَيَّامِ الصَّحَابَةِ عَلَى الْاَئِمَّةِ الرَّاشِدِيْنَ اَوْ كَانَ بَعْدَهُمْ عَلَى التَّابِعِيْنَ بِاِحْسَانٍ.¼,
1484,2,14,6.0,4,,جو شخص اس امام بر حق پر خروج کرے جس پر جماعت نے اتفاق کر لیا ہو وہ خارجی کہلائے گا۔ چاہے یہ خروج صحابہ کے دور میں آئمہ راشدین پر ہو، چاہے ان کے بعد ان کے تابعین پر۔ (کتاب الملل و النحل، ص۵۳),
1485,2,14,7.0,1,,اس میں کوئی شک و شبہ نہیں کہ معاویہ کا اقدام بغاوت و سر کشی کا نتیجہ تھا اور باغی کے ظلم و عدوان کو روکنے کیلئے تلوار اٹھانا کسی طرح      آئینِ امن پسندی و صلح جوئی کے خلاف نہیں سمجھا جا سکتا، بلکہ یہ مظلوم کا ایک قدرتی حق ہے اور اگر اسے اس حق سے محروم کر دیا جائے تو دنیا میں  ظلم و استبداد کی روک تھام اور حقوق کی حفاظت کی کوئی صورت ہی باقی نہ رہے۔ اسی لئے قدرت نے باغی کے خلاف تلوار اٹھانے کی اجازت دی ہے۔ چنانچہ ارشاد الٰہی ہے:,
1486,2,14,8.0,3,,§﴿فَاِنْۢ بَغَتْ اِحْدٰٮهُمَا عَلَى الْاُخْرٰى فَقَاتِلُوا الَّتِىْ تَبْغِىْ حَتّٰى تَفِىْٓءَ اِلٰٓى اَمْرِ اللّٰهِ ‌ۚ﴾¦,
1487,2,14,9.0,4,,ان میں سے اگر ایک جماعت دوسری جماعت پر زیادتی کرے تو تم اس زیادتی کرنے والی جماعت سے لڑو، یہاں تک کہ وہ حکم خدا کی طرف پلٹ آئے۔©۱®,
1488,2,14,10.0,1,,یہ پہلی حجت تھی جس کی طرف حضرت علیہ السلام نے ½«فَاِنَّكُمْ بِحَمْدِ اللهِ عَلٰی حُجَّةٍ»¼ کہہ کر اشارہ کیا ہے۔ مگر اس حجت کے تمام ہونے کے باوجود حضرتؑ نے اپنی فوج کو ہاتھ اٹھانے اور لڑائی میں پہل کرنے سے روک دیا، کیونکہ آپؑ یہ چاہتے تھے کہ آپؑ کی طرف سے پہل نہ ہو اور وہ صرف دفاع میں تلوار اٹھائیں۔ چنانچہ جب آپؑ کی صلح و امن کی کوششوں کا کوئی نتیجہ نہ نکلا اور دشمن نے جنگ کیلئے قدم اٹھا دیا، تو یہ ان پر دوسری حجت تھی جس کے بعد حضرتؑ کے آمادۂ جنگ ہونے پر نہ کوئی حرف گیری کی جا سکتی ہے اور نہ آپؑ پر جارحانہ اقدام کا الزام عائد کیا جا سکتا ہے۔ بلکہ یہ ظلم و تعدی کی طغیانیوں کو روکنے کیلئے ایک ایسا فریضہ تھا جسے آپؑ کو انجام دینا ہی چاہیے تھا اور جس کی اللہ سبحانہ نے کھلے لفظوں میں اجازت دی ہے۔ چنانچہ ارشاد الٰہی ہے:,
1489,2,14,11.0,3,,§﴿فَمَنِ اعْتَدٰى عَلَيْكُمْ فَاعْتَدُوْا عَلَيْهِ بِمِثْلِ مَا اعْتَدٰى عَلَيْكُمْ وَاتَّقُوا اللّٰهَ وَاعْلَمُوْٓا اَنَّ اللّٰهَ مَعَ الْمُتَّقِيْنَ‏﴾¦,
1490,2,14,12.0,4,,جو شخص تم پر زیادتی کرے، تم بھی اس پر ویسی زیادتی کرو جیسی اس نے کی ہے اور اللہ سے ڈرو اور اس بات کو جانے رہو کہ اللہ پرہیز گاروں کا ساتھی ہے۔©۲®,
1491,2,14,13.0,1,,اس کے علاوہ امیر المومنین علیہ السلام سے صف آرا ہونا پیغمبر ﷺ سے صف آرا ہونا ہے۔ جیسا کہ حدیث نبویؐ: ½يَا عَلِیُّ! حَرْبُكَ حَرْبِیْ¼©۳®:’’اے علیؑ! تم سے جنگ کرنا مجھ سے جنگ کرنا ہے‘‘، اس کی شاہد ہے۔ تو اس صورت میں جو سزا پیغمبر ﷺ سے جدال و قتال کرنے والے کیلئے ہو گی وہی سزا امیرالمومنین علیہ السلام سے جنگ و پیکار کرنے والے کیلئے ہونا چاہیے اور پیغمبر ﷺ سے محاذ جنگ قائم کرنے والے کی سزا قدرت نے یہ تجویز کی ہے:,
1492,2,14,14.0,3,,§﴿اِنَّمَا جَزٰٓؤُا الَّذِيْنَ يُحَارِبُوْنَ اللّٰهَ وَرَسُوْلَهٗ وَيَسْعَوْنَ فِى الْاَرْضِ فَسَادًا اَنْ يُّقَتَّلُوْۤا اَوْ يُصَلَّبُوْۤا اَوْ تُقَطَّعَ اَيْدِيْهِمْ وَاَرْجُلُهُمْ مِّنْ خِلَافٍ اَوْ يُنْفَوْا مِنَ الْاَرْضِ‌ؕ ذٰ لِكَ لَهُمْ خِزْىٌ فِى الدُّنْيَا‌ وَ لَهُمْ فِى الْاٰخِرَةِ عَذَابٌ عَظِيْمٌ ۙ‏﴾¦,
1493,2,14,15.0,4,,جو لوگ اللہ اور اس کے رسولؐ سے جنگ پر آمادہ ہوں اور زمین میں فساد پھیلانے کیلئے تگ و دَو کرتے ہوں ان کی سزا یہ ہے کہ: یا تو قتل کردیئے جائیں، یا انہیں سولی دی جائے، یا ان کا ایک طرف کا ہاتھ اور دوسری طرف کا پاؤں کاٹ دیا جائے، یا انہیں جلا وطن کر دیا جائے۔ یہ ان کیلئے دنیا میں رسوائی ہے اور آخرت میں تو ان کیلئے بڑا عذاب ہے ہی۔©۴®,
1494,2,14,16.0,1,,اس کے بعد حضرتؑ نے جو جنگ کے سلسلہ میں ہدایات فرمائی ہیں کہ کسی بھاگنے والے، ہتھیار ڈال دینے والے اور زخمی ہونے والے پر ہاتھ نہ اٹھایا جائے، وہ اخلاقی اعتبار سے اس قدر بلند ہیں کہ انہیں اخلاقی قدروں کا اعلیٰ نمونہ اور اسلامی جنگوں کا بلند معیار قرار دیا جا سکتا ہے۔    اور یہ ہدایات صرف قول تک محدود نہ تھیں، بلکہ حضرتؑ ان کی پوری پابندی کرتے تھے اور دوسروں کو بھی سختی سے ان کی پابندی کا حکم دیتے تھے اور کسی موقع پر بھاگنے والے کا تعاقب اور بے دست و پا پر حملہ اور عورتوں پر سختی گوارا نہ کرتے تھے۔ یہاں تک کہ جمل کے میدان میں کہ جہاں فوج مخالف کی باگ ڈور ہی ایک عورت کے ہاتھ میں تھی، آپؑ نے اپنے اصول کو نہیں بدلا، بلکہ دشمن کی شکست و ہزیمت کے بعد اپنی بلند کرداری کا ثبوت دیتے ہوئے اُمّ المومنین کو حفاظت کے ساتھ مدینہ پہنچا دیا اور اگر آپؑ کے بجائے کوئی دوسرا ہوتا تو وہ وہی سزا تجویز کرتا جو اس نوعیت کے اقدام کی ہونا چاہیے۔ چنانچہ ابن ابی الحدید نے تحریر کیا ہے:,
1495,2,14,17.0,3,,½لَوْ كَانَتْ فَعَلَتْ بِعُمَرَ مَا فَعَلَتْ بِهٖ وَ شَقَّتْ عَصَا الْاُمَّةِ عَلَيْهِ ثُمَّ ظَفَرَ بِهَا لَقَتَلَهَا وَ مَزَّقَهَا اِرْبًا اِرْبًا، وَ لٰكِنَّ عَلِيًّاؑ كَانَ حَلِيْمًا كَرِيْمًا.¼,
1496,2,14,18.0,4,e۱,جو انہوں نے حضرتؑ کے ساتھ برتاؤ کیا اگر ایسا ہی حضر ت عمر کے ساتھ کرتیں اور ان کے خلاف رعیت میں بغاوت پھیلاتیں تو وہ ان پر قابو پانے کے بعد انہیں قتل کر دیتے اور ان کے ٹکڑے ٹکڑے کر دیتے۔ مگر امیر المومنین علیہ السلام بہت بردبار اور بلند نفس تھے۔ (شرح ابن ابی الحدید، ج۴، ص۲۰۲),
1498,2,14,20.0,10,۰,مکتوب ۱۴:,
1499,2,14,21.0,10,۱,سورۂ حجرات، آیت ۹۔,
1500,2,14,22.0,10,۲,سورۂ بقرۃ، آیت ۱۹۴۔,
1501,2,14,23.0,10,۳,امالی شیخ صدوق، ص ۵۶۱۔,
1502,2,14,24.0,10,۴,سورۂ مائدہ، آیت ۳۳۔,
1503,2,17,1.0,1,s۱,جنگ صفین کے دوران میں معاویہ نے چاہا کہ حضرتؑ سے دوبارہ شام کا علاقہ طلب کرے اور کوئی ایسی چال چلے جس سے وہ اپنے مقصد میں کامیاب ہو جائے۔ چنانچہ اس نے عمرو ابن عاص سے اس سلسلہ میں مشورہ لیا۔ مگر اس نے اس سے اختلاف کرتے ہوئے کہا کہ: اے معاویہ! ذرا سوچو کہ تمہاری اس تحریر کا علی ابن ابی طالب علیہ السلام پر کیا اثر ہو سکتا ہے اور وہ تمہارے ورغلانے سے کیسے فریب میں آ جائیں گے، جس پر معاویہ نے کہا کہ: ہم سب عبدمناف کی اولاد ہیں، مجھ میں اور علی علیہ السلام میں فرق ہی کیا ہے کہ وہ مجھ سے بازی لے جائیں اور میں انہیں فریب دینے میں کامیاب نہ ہو سکوں۔ عمرو نے کہا کہ: اگر ایسا ہی خیال ہے تو پھر لکھ دیکھو۔ چنانچہ اس نے حضرتؑ کی طرف ایک خط لکھا جس میں  شام کا مطالبہ کیا اور یہ بھی تحریر کیا کہ:  ½«نَحْنُ بَنُوْ عَبْدِ مَنَافٍ، وَ لَيْسَ لِبَعْضِنَا عَلٰى بَعْضٍ فَضْلٌ»¼©۱®: ہم سب عبد مناف کی اولاد ہیں اور ہم میں سے ایک کو دوسرے پر برتری نہیں ہے۔ تو حضرتؑ نے اس کے جواب میں یہ نامہ تحریر فرمایا اور اپنے اسلاف کے پہلو بہ پہلو اس کے اسلاف کا تذکرہ کر کے اس کے دعوائے ہمپائیگی کو باطل قرار دیا ہے۔,
1504,2,17,2.0,1,,اگرچہ دونوں کی اصل ایک اور دونوں کا سلسلۂ نسب عبد مناف تک منتہی ہوتا ہے، مگر عبد شمس کی اولاد تہذیبی و اخلاقی برائیوں کا سر چشمہ اور شرک و ظلم میں مبتلا تھی اور ہاشم کا گھرانہ خدائے واحد کا پر ستار اور بت پرستی سے کنارہ کش تھا۔ لہٰذا ایک ہی جڑ سے پھوٹنے والی شاخوں میں اگر پھول بھی ہوں اور کانٹے بھی تو اس سے دونوں کو ایک سطح پر قرار نہیں دیا جا سکتا۔ چنانچہ یہ امر کسی صراحت کا محتاج نہیں کہ امیہ اور ہاشم،    حرب اور عبدالمطلب، ابو سفیان اور ابو طالبؑ کسی اعتبار سے ہم پایہ نہ تھے جس سے نہ کسی مؤرخ کو انکار ہے اور نہ کسی سیرت نگار کو، بلکہ اس جواب کے بعد معاویہ کو بھی اس کی تردید میں کچھ کہنے کی جرأت نہ ہو سکی۔ کیونکہ اس واضح حقیقت پر پردہ نہیں ڈالا جا سکتا کہ عبدمناف کے بعد حضرت ہاشم ہی وہ تھے جو قریش میں ایک امتیازی وجاہت کے مالک تھے اور خانہ کعبہ کے اہم ترین عہدوں میں سے سقایہ (حاجیوں کیلئے کھانے پینے کا سامان فراہم کرنا) اور رفادہ (حاجیوں کی مالی اعانت کا انتظام کرنا) انہی سے متعلق تھا۔ چنانچہ حج کے موقع پر قافلوں کے قافلے آپ کے ہاں اترتے اور آپ اس خوش اسلوبی سے فرائضِ مہمان نوازی انجام دیتے کہ آپ کے سرچشمۂ جود و سخا سے سیراب ہونے والے مدتوں آپ کی مدح و تحسین میں رطب اللسان رہتے۔,
1505,2,17,3.0,1,,اسی عالی حوصلہ و بلند ہمت باپ کے چشم و چراغ حضرت عبد المطلب تھے جن کا نام ’’شیبہ‘‘ اور لقب ’’سیّد البطحاء‘‘ تھا جو نسلِ ابراہیمی کے شرف کے وارث اور قریش کی عظمت و سرداری کے مالک تھے اور ابرہہ کے سامنے جس عالی ہمتی و بلند نگاہ کا مظاہرہ کیا وہ آپ کی تاریخ کا تابناک باب ہے۔ بہر صورت آپ ہاشم کے تاج کا آویزہ اور عبدمناف کے گھرانے کا روشن ستارہ تھے۔,
1506,2,17,4.0,3,,اِنَّما عَبْدُ مَنَافٍ جَوْهَرٌ,
1507,2,17,5.0,3,,زَيَّنَ الْجَوْهَرَ عَبْدُ المُطَّلِبْ,
1508,2,17,6.0,4,,’’عبد مناف ایک موتی تھے، مگر اس پر جلا کر نے والے عبد المطلب تھے‘‘۔©۲®,
1511,2,17,9.0,1,,حضرت عبد المطلب کے فرزند حضرت ابو طالبؑ تھے جن کی آغوش یتیم عبد اللہ کا گہوارہ اور رسالت کی تربیت گاہ تھی، جنہوں نے پیغمبر ﷺ کو اپنے سایہ میں پروان چڑھایا اور دشمنوں کے مقابلہ میں سینہ سپر ہو کر ان کی حفاظت کرتے رہے۔ ان جلیل القدر افراد کے مقابلہ میں     ابوسفیان، حرب اور اُمیہ کو لانا اور ان کا ہم رتبہ خیال کرنا ایسا ہی ہے جیسے نور کی ضوپاشیوں سے آنکھ بند کر کے اسے ظلمت کا ہم پلہ سمجھ لینا۔,
1512,2,17,10.0,1,,اس نسلی تفریق کے بعد دوسری چیز (وجہ فضیلت) یہ بیان کی ہے کہ آپؑ ہجرت کر نے والوں میں سے ہیں اورمعاویہ طلیق ہے۔ ’’طلیق‘‘ اسے کہا جاتا ہے جسے پیغمبر ﷺ نے فتح مکہ کے موقع پر چھوڑ دیا تھا۔ چنانچہ جب پیغمبر ﷺ فاتحانہ طور پر مکہ میں وارد ہوئے تو قریش سے پوچھا کہ تمہارا میرے متعلق کیا خیال ہے کہ میں تمہارے ساتھ کیا سلوک کروں گا؟ سب نے کہا کہ: ہم کریم ابن کریم سے بھلائی ہی کے امید وار ہیں۔ جس پر آنحضرت ﷺ نے فرمایا کہ: ’’جاؤ تم طلقاء ہو‘‘۔ یعنی تم تھے تو اس قابل کے تمہیں غلام بنا کر رکھا جاتا، مگر تم پر احسان کرتے ہوئے تمہیں چھوڑ دیا جاتا ہے۔ان طلقاء میں معاویہ اور ابوسفیان بھی تھے۔ چنانچہ شیخ محمد عبدہ نے اس مکتوب کے حواشی میں تحریر کیا ہے کہ:,
1513,2,17,11.0,3,,½وَ اَبُوْ سُفْیَانَ وُ مُعَاوِیَۃُ کَانَا مِنَ الطُّلَقَآءِ.¼,
1514,2,17,12.0,4,,ابو سفیان اور معاویہ دونوں طلقاء (آزاد کردہ لوگوں) میں سے تھے۔,
1515,2,17,13.0,1,,تیسری چیز (وجہ فضیلت) یہ ہے کہ آپؑ کا نسب واضح اور روشن ہے جس میں کہیں کوئی شبہ نہیں۔ اس کے برعکس معاویہ کیلئے لفظ «لَصِیْق» استعمال کیا ہے۔ اور اہل لغت نے ’’لصیق‘‘ کے معنی ½«اَلدَّعِیُّ الْمُلْصَقُ بِغَیْرِ اَبِیْہِ»¼ کے کئے ہیں۔ یعنی وہ جو اپنے باپ کے علاوہ دوسروں سے منسوب ہو۔ چنانچہ اس سلسلہ میں پہلا شبہ اُمیّہ کے متعلق کیا جاتا ہے کہ وہ عبد شمس کا بیٹا تھا یا اس کا غلام کہ جو صرف اس کی تربیت کی وجہ سے اس کا بیٹا کہلانے لگا تھا۔ چنانچہ علامہ مجلسی نے بحارالانوار میں کامل بہائی سے نقل کیا ہے کہ:,
1516,2,17,14.0,3,,½اِنَّ اُمَيَّةَ كَانَ غُلَامًا رُّوْمِيًّا لِّعَبْدِ الشَّمْسِ، فَلَمَّا اَلْقَاهُ كَيِّسًا فَطِنًا اَعْتَقَهٗ وَ تَبَنَّاهُ، فَقِيْلَ «اُمَيَّةَ بْنَ عَبْدِ الشَّمْسِ»كَمَا كَانُوْا يَقُوْلُوْنَ قَبْلَ‏ نُزُوْلِ الْاٰيَةِ «زَيْدَ بْنَ مُحَمَّدٍ ﷺ».¼,
1517,2,17,15.0,4,,’’امیّہ‘‘ عبد شمس کا ایک رومی غلام تھا۔ جب انہوں نے اس کو ہوشیار اور بافہم پایا تو اسے آزاد کر دیا اور اپنا بیٹا بنا لیا     جس کی وجہ سے اسے ’’امیّہ ابن عبد شمس‘‘ کہا جانے لگا، جیسا کہ آیت اترنے سے قبل لوگ زید کو ’’زید ابن محمد ﷺ‘‘    کہا کرتے تھے۔ (بحار الانوار، ج۸، ص۳۸۳),
1518,2,17,16.0,1,,اموی سلسلۂ نسب میں دوسرا شبہ یہ ہوتا ہے کہ ’’حرب ‘‘ جسے فرزند اُمیّہ کہا جاتا ہے وہ اس کا واقعی بیٹا تھا یا پروردہ غلام تھا۔ چنانچہ ابن        ابی الحدید نے ابو الفرج اصفہانی کی کتاب الاغانی سے نقل کیا ہے کہ:,
1519,2,17,17.0,3,,½اِنَّ مُعَاوِيَةَ قَالَ لِدِغْفَلِ النَّسَّابَةِ: اَ رَاَيْتَ عَبْدَ الْمُطَّلِبِ؟ قَالَ: نَعَمْ، قَالَ: كَيْفَ رَاَيْتَهٗ؟ قَالَ: رَاَيْتُهٗ رَجُلًا نَّبِيْلًا جَمِيْلًا وَضِيْٓئًا كَانَ عَلٰى‏وَجْهِهٖ نُوْرُ النُّبُوَّةِ، قَالَ: اَفَرَاَيْتَ اُمَيَّةَ بْنَ عَبْدِ شَمْسٍ؟ قَالَ: نَعَمْ، قَالَ: كَيْفَ رَاَيْتَهٗ؟ قَالَ: رَاَيْتُهٗ رَجُلًا ضَئِيْلًا مُنْحَنِيًا اَعْمٰى يَقُوْدُهٗ عَبْدُهٗ ذَكْوَانُ، فَقَالَ مُعَاوِيَةُ: ذٰلِكَ ابْنُهٗ اَبُوْ عَمْرٍو، قَالَ: اَنْتُمْ تَقُوْلُوْنَ ذٰلِكَ، فَاَمَّا قُرَيْشُ فَلَمْ تَكُنْ تَعْرِفُ اِلَّا اَنَّهٗ عَبْدُهٗ.¼,
1520,2,17,18.0,4,,معاویہ نے ماہر انساب دغفل سے دریافت کیا کہ تم نے عبد المطلب کو دیکھا ہے؟ کہا کہ ہاں۔ پوچھا کہ تم نے اسے کیسا پایا؟ کہا کہ وہ باوقار، خوبرو اور روشن جبیں انسان تھے اور ان کے چہرے پر نورِ نبوت کی درخشند گی تھی۔ معاویہ نے کہا کہ کیا امیّہ کو بھی دیکھا ہے؟ کہا کہ ہاں اسے بھی دیکھا ہے۔ پوچھا کہ اس کو کیسا پایا؟ کہا کہ کمزور جسم، خمیدہ قامت اور آنکھوں سے نابینا تھا۔ اس کے آگے آگے اس کا غلام ذکوان ہوتا تھا جو اس کو لئے لئے پھرتا تھا۔ معاویہ نے کہا کہ وہ تو اس کا بیٹا ابو عمرو ( حرب) تھا۔ اس نے کہا تم لوگ ایسا کہتے ہو، مگر قریش تو بس یہ جانتے ہیں کہ وہ اس کا غلام تھا۔,
1521,2,17,19.0,1,,(شرح ابن ابی الحدید، ج۳، ص۴۶۶),
1522,2,17,20.0,1,,اس سلسلہ میں تیسرا شبہ خود معاویہ کے متعلق ہے۔ چنانچہ ابن ابی الحدید نے تحریر کیا ہے:,
1523,2,17,21.0,3,,½وَ كَانَتْ هِنْدٌ تُذْكَرُ فِیْ مَكَّةَ بِفُجُوْرٍ وَّ عَهْرٍ، وَ قَالَ الزَّمَخْشَرِیُّ فِیْ كِتَابِ رَبِيْعِ الْاَبْرَارِ: كَانَ مُعَاوِيَةُ يُعْزٰی اِلٰى اَرْبَعَةٍ: اِلٰى مُسَافِرِ بْنِ اَبِیْ عَمْرٍو وَ اِلٰى عَمَّارَةَ بْنِ الْوَلِيْدِ بْنِ الْمُغِيْرَةِ وَ اِلَى الْعَبَّاسِ بْنِ عَبْدِ الْمُطَّلِبِ وَ اِلَى الصَّبَاحِ.¼,
1524,2,17,22.0,4,,(معاویہ کی والدہ) ’’ہند ‘‘ مکہ میں فسق و فجور کی بد نام زندگی گزارتی تھی اور زمخشری نے ربیع الابرار میں لکھا ہے کہ معاویہ کو چار آدمیوں کی طرف منسوب کیا جاتا تھا جویہ ہیں: مسافر ابن ابی عمرو، عمارہ ابن ولید ابن مغیرہ، عباس ابن عبد المطلب اور صباح۔ (شرح ابن ابی الحدید، ج۱، ص۶۳),
